Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
233211,0,0,99529,264308,0,20569,9800,0,0,25008,0,0,0,7335,0,77351,0,396991,276465,5432,41878,320025,12275,9477,354388,463106,440596,222812,0,86733,132495,0,56748,65757,96659,123094,635543,94584,29,748132,342697,0,641871,78813,6827,188788,102247,662533,1845210,289231,7574,2254,37527,0,90875,507760,49268
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233211,0,0,100281,266506,0,20771,9800,0,0,25271,0,0,0,7351,0,78246,0,399347,277824,5544,41925,344321,12316,9479,354388,463106,441740,222812,0,87018,133206,0,57343,66173,98042,124003,635543,94728,29,757003,345867,0,654695,78813,6862,190336,102631,668021,1867289,293030,7696,2260,37823,0,92251,510012,49338
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242143,0,0,101104,268495,0,20864,9800,0,0,25442,0,0,0,7353,0,79298,0,401700,279641,5544,42684,344321,12337,9482,389717,463106,442600,222812,0,87720,133469,0,57862,66568,99524,124976,635543,94837,29,764480,348836,0,667768,78813,6885,191902,102895,672110,1894564,297638,7826,2266,38597,0,93439,511859,49592
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242143,0,0,101891,270376,0,20970,9800,0,0,25588,0,0,0,7355,0,80252,0,403634,281179,5647,43052,344321,12379,9482,389717,463106,443253,222812,0,88291,134492,0,58414,66931,101054,125909,635543,94966,29,770597,351545,0,675578,78813,6941,193525,103127,676878,1912861,301462,7926,2283,38947,0,94891,513809,49785
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242143,0,0,102678,271911,0,20970,9800,0,0,25722,0,0,0,7355,0,81034,0,404922,281466,5647,43298,344321,12398,9491,389717,481801,444782,222812,0,88822,135957,0,59082,67296,102298,126842,635543,95108,29,775893,354223,0,688175,78813,6941,194982,103401,680847,1932694,304074,8095,2283,39192,0,96518,515745,49981
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242143,0,0,103439,273216,0,20970,9800,0,0,25810,0,0,0,7355,0,81591,0,405459,282324,5647,43380,344321,12409,9499,389717,481801,446137,222812,0,89073,136686,0,59752,67719,102961,127798,635543,95227,29,779888,356386,0,688175,78813,6941,196661,103639,683295,1947493,306385,8254,2283,40322,0,97782,517169,50003
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242143,0,0,104102,274904,0,21043,9800,0,0,25915,0,0,0,7377,0,81591,0,407664,283036,5715,43492,344321,12422,9501,389717,481801,447420,222812,0,89218,136972,0,60337,68012,104125,128354,683697,95308,29,786249,358040,0,693783,78813,7054,197810,103709,685162,1974572,307848,8268,2306,40511,0,98782,518801,50317
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242143,0,0,104681,276704,0,21127,9800,0,0,26086,0,0,0,7381,0,82721,0,409565,286315,5715,43714,344321,12440,9502,389717,481801,448595,222812,0,89542,137446,0,61096,68267,105568,128889,683697,95491,29,793766,360702,0,697400,78813,7096,199045,104052,688963,1993704,309977,8581,2317,40673,0,99857,520325,50431
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242143,0,0,105379,278882,0,21207,9800,0,0,26226,0,0,0,7407,0,83336,0,411314,288259,5810,44073,363457,12467,9511,389717,481801,449707,222812,0,90086,137684,0,61564,68429,107645,129378,683697,95601,29,799819,363808,0,708501,78813,7136,200634,104305,693707,2015866,312872,8759,2336,40923,0,101200,522361,50499
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252880,0,0,106058,280868,0,21260,9800,0,0,26453,0,0,0,7410,0,84159,0,412819,289989,5810,44394,363457,12481,9511,425717,481801,450383,238176,0,90402,138647,0,61933,68764,108144,130302,683697,95691,29,806397,366449,0,719868,83579,7182,202372,104508,697110,2037888,315614,8953,2336,41067,0,102495,524120,50775
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252880,0,0,106698,282699,0,21345,9800,0,0,26551,0,0,0,7416,0,84824,0,414245,291527,5912,44692,363457,12498,9514,425717,481801,450924,238176,0,90654,139287,0,62442,69195,109068,131165,683697,95777,29,812707,369278,0,723806,84629,7233,203808,104716,700620,2060478,318034,9126,2359,41288,0,103780,526004,50926
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252880,0,0,107304,284162,0,21426,9800,0,0,26680,0,0,0,7416,0,85439,0,415130,293073,5912,44916,363457,12521,9514,425717,498495,452183,238176,0,91060,139885,0,62942,69543,110240,132012,683697,95834,29,819180,371736,0,735763,84659,7233,205514,104956,703426,2080185,320182,9372,2359,41489,0,105185,527575,51018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
