Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
10487,312,0,16842,5560,57012,6077,7852,1535,0,1053,32850,18660,3,134,457,1952,23408,12975,5689,4874,5863,10056,731,8214,16970,16949,6866,6981,8785,1431,2165,5203,1228,24292,3909,49517,11894,1495,2,19191,4850,2368,24872,2103,2606,9055,1924,11749,47689,2082,222,25,10143,5200,2619,7263,695
19173,1222,0,28883,11165,88476,11946,10744,2836,0,1331,72946,36706,3,341,1373,4864,35726,23340,9402,8197,14659,17065,2193,14316,20063,35533,12582,12369,20042,3240,4053,10031,2445,33195,7197,67867,23159,2232,32,38042,15383,7033,44152,4159,3435,17493,2880,25516,87119,4681,615,110,19586,12392,6687,14145,1783
10504,313,0,16874,5571,57269,6082,7862,1536,0,1053,32957,18751,3,134,458,1954,23442,12982,5708,4875,5970,10073,731,8217,17010,17003,6892,6987,8788,1435,2174,5215,1229,24330,3916,49589,11987,1497,2,19211,4850,2370,24913,2106,2607,9083,1927,11769,47822,2088,223,25,10147,5213,2624,7267,695
19210,1222,1,28883,11203,88579,11951,10759,2837,0,1331,73027,36771,3,340,1373,4867,35740,23356,9402,8220,14659,17076,2193,14318,20072,35572,12589,12378,20046,3242,4053,10031,2445,33203,7206,67907,23174,2232,33,38042,15383,7035,44180,4159,3438,17493,2880,25516,86948,4702,615,110,19609,12432,6739,14201,1783
10523,313,0,16898,5583,57515,6086,7865,1536,0,1055,33116,18849,3,134,459,1954,23472,13002,5716,4886,6008,10087,731,8232,17051,17023,6899,6998,8792,1435,2175,5226,1231,24358,3923,49647,12028,1498,2,19225,4850,2373,24944,2109,2608,9092,1928,11794,47947,2091,224,26,10154,5218,2628,7271,695
19210,1222,1,28883,11209,88597,11951,10759,2837,0,1331,73027,36771,3,340,1373,4867,35740,23356,9402,8220,14659,17076,2195,14324,20072,35572,12589,12378,20046,3242,4053,10031,2445,33210,7206,67917,23174,2232,33,38042,15383,7035,44208,4159,3438,17493,2880,25516,87012,4702,615,110,19609,12432,6739,14201,1783
10526,313,0,16912,5590,57729,6089,7865,1544,0,1056,33142,18926,3,134,462,1954,23498,13011,5718,4886,6023,10087,736,8246,17086,17047,6903,7000,8796,1436,2175,5236,1235,24382,3925,49728,12028,1498,2,19239,4850,2375,24972,2112,2608,9104,1933,11805,48039,2101,224,26,10178,5218,2631,7274,695
19210,1222,1,28883,11210,88597,11951,10759,2846,0,1331,73027,36771,3,340,1373,4867,35740,23356,9402,8220,14659,17076,2195,14326,20072,35572,12589,12378,20046,3242,4053,10031,2445,33211,7206,67929,23174,2232,33,38042,15383,7035,44209,4159,3438,17493,2880,25519,87036,4702,615,110,19609,12432,6739,14201,1783
10526,313,0,16918,5595,57808,6092,7865,1544,0,1056,33178,18926,3,134,462,1954,23521,13023,5725,4886,6031,10087,736,8251,17115,17047,6908,7001,8796,1436,2175,5236,1237,24389,3925,49817,12028,1498,2,19251,4850,2375,24984,2112,2608,9122,1933,11817,48093,2114,225,26,10198,5218,2634,7274,695
19234,1222,2,28883,11211,88742,11966,10759,2846,0,1331,73134,36825,3,342,1373,4868,35761,23360,9402,8221,14895,17086,2195,14327,20081,35578,12602,12383,20056,3245,4053,10031,2447,33217,7219,67939,23190,2232,33,38042,15383,7074,44211,4159,3521,17493,2880,25519,87045,4706,615,111,19631,12454,6743,14284,1783
10526,313,0,16918,5601,57832,6092,7883,1552,0,1059,33247,18962,3,134,462,1957,23527,13028,5729,4897,6042,10122,736,8260,17130,17056,6913,7001,8797,1436,2175,5237,1237,24404,3925,49955,12085,1498,2,19263,4850,2375,25005,2112,2613,9122,1933,11846,48134,2114,225,26,10219,5226,2638,7277,695
19280,1222,2,28883,11211,88758,11966,10779,2846,0,1331,73136,36868,3,343,1373,4870,35781,23373,9402,8221,14895,17104,2200,14331,20097,35578,12610,12396,20142,3246,4123,10031,2451,33225,7234,67953,23194,2232,33,38042,15383,7115,44238,4163,3522,17591,2880,25522,87308,4711,617,111,19653,12454,6794,14291,1791
10527,313,0,16941,5616,57969,6099,7885,1559,0,1061,33338,18987,3,134,462,1957,23542,13038,5729,4897,6065,10132,738,8273,17148,17108,6914,7013,8848,1437,2177,5239,1237,24486,3932,50008,12087,1498,2,19275,4850,2381,25043,2113,2618,9126,1935,11856,48242,2118,225,26,10242,5237,2640,7292,695
19284,1228,2,29268,11218,88879,11968,10779,2846,0,1331,73138,36923,3,344,1379,4873,35791,23373,9445,8292,14895,17117,2201,14343,20098,35662,12621,12396,20153,3246,4144,10091,2452,33230,7255,67960,23203,2232,33,38042,15383,7139,44260,4166,3522,17591,2883,25590,87355,4714,617,111,19673,12478,6823,14296,1791
10554,313,0,16967,5626,58119,6107,7889,1559,0,1064,33425,19055,3,134,463,1962,23579,13039,5743,4908,6090,10141,743,8286,17185,17119,6926,7032,8853,1437,2180,5249,1238,24561,3937,50097,12112,1498,2,19293,4953,2383,25089,2118,2619,9146,1935,11867,48252,2122,227,26,10252,5247,2676,7315,700
19290,1228,3,29268,11230,88950,11974,10779,2846,0,1333,73138,36987,3,346,1379,4873,35810,23373,9445,8292,14895,17127,2202,14345,20105,35662,12638,12397,20166,3247,4144,10091,2452,33232,7274,67967,23207,2232,33,38042,15520,7144,44275,4170,3522,17591,2883,25599,87393,4714,617,111,19692,12478,6831,14302,1791
10553,313,0,16977,5636,58303,6117,7900,1559,0,1066,33494,19119,3,134,463,1963,23601,13048,5751,4908,6108,10161,744,8303,17217,17174,6938,7048,8859,1438,2181,5256,1245,24591,3942,50173,12136,1498,2,19307,4953,2385,25124,2121,2624,9174,1938,11873,48495,2125,227,26,10268,5262,2683,7326,700
19294,1228,4,29268,11237,89012,11977,10779,2846,0,1333,73282,37057,3,349,1379,4876,35827,24352,9445,8395,14965,17138,2202,14347,20115,35706,12640,12399,20166,3249,4162,10091,2452,33238,7279,67983,23215,2232,33,38042,15520,7147,44295,4170,3522,17591,2883,25611,87426,4714,617,111,19714,12510,6835,14317,1791
10607,313,0,16989,5639,58452,6118,7904,1565,0,1069,33586,19176,3,136,463,1966,23626,13069,5754,4927,6129,10161,744,8319,17249,17194,6942,7051,8861,1454,2181,5260,1245,24615,3949,50256,12136,1498,2,19329,4953,2385,25148,2126,2630,9179,1938,11874,48599,2131,228,26,10279,5278,2688,7336,700
19313,1228,4,29268,11251,89012,11977,10779,2870,0,1333,73290,37057,3,349,1379,4876,35827,24352,9445,8395,14988,17138,2202,14347,20115,35706,12640,12399,20166,3249,4162,10091,2452,33245,7279,67987,23215,2232,33,38042,15520,7147,44313,4170,3522,17591,2883,25623,87459,4714,617,111,19714,12510,6835,14317,1791
10637,313,0,16991,5641,58536,6124,7904,1565,0,1070,33652,19210,3,136,467,1966,23635,13074,5822,4927,6149,10161,745,8342,17281,17259,6953,7055,8866,1465,2181,5274,1247,24632,3949,50350,12136,1498,2,19338,4953,2391,25180,2126,2630,9196,1938,11874,48676,2132,229,26,10287,5278,2693,7341,700
19313,1228,4,29268,11265,89012,11977,10779,2870,0,1333,73290,37057,3,349,1379,4876,35827,24352,9445,8395,14988,17138,2202,14347,20115,35706,12640,12399,20166,3249,4162,10091,2452,33245,7279,67994,23215,2232,33,38042,15520,7147,44313,4170,3522,17591,2883,25623,87470,4714,617,111,19714,12510,6835,14317,1791
10637,313,0,16990,5643,58582,6126,7904,1566,0,1070,33674,19212,3,136,467,1966,23654,13074,5822,4927,6163,10161,745,8350,17281,17259,6953,7055,8866,1466,2181,5274,1249,24637,3949,50432,12136,1498,2,19358,4953,2392,25188,2131,2630,9196,1938,11881,48697,2132,229,26,10329,5278,2695,7340,700
10638,313,0,16990,5648,58614,6126,7923,1566,0,1072,33710,19212,3,136,467,1972,23665,13075,5822,4922,6171,10165,746,8363,17325,17282,6963,7055,8867,1466,2181,5275,1249,24649,3953,50504,12173,1497,2,19371,4953,2394,25195,2136,2629,9203,1938,11919,48729,2133,229,26,10360,5285,2696,7341,700
10652,313,0,16996,5653,58703,6132,7930,1567,0,1074,33780,19238,3,136,467,1974,23673,13084,5835,4922,6184,10174,746,8378,17337,17343,6967,7073,8876,1477,2183,5297,1249,24700,3961,50549,12189,1499,2,19398,4953,2427,25233,2139,2632,9204,1938,11927,48815,2137,229,26,10401,5299,2707,7349,701
10652,313,0,17023,5660,58810,6140,7935,1567,0,1076,33822,19305,3,136,467,1980,23702,13099,5836,4927,6198,10185,747,8389,17358,17373,6986,7077,8878,1489,2183,5308,1250,24749,3963,50641,12212,1499,2,19422,6669,2434,25284,2141,2635,9213,1938,11948,48918,2139,230,26,10415,5306,2722,7356,701
10675,313,0,17055,5662,58965,6143,7940,1568,0,1077,33906,19374,3,136,470,1989,23740,13114,5843,4927,6214,10200,748,8410,17366,17450,7000,7082,8879,1494,2207,5313,1251,24783,3974,50697,12224,1499,2,19445,6669,2439,25327,2146,2636,9237,1939,11952,49017,2149,230,26,10436,5316,2735,7370,701
10686,313,0,17062,5661,59141,6151,7944,1573,0,1079,33968,19424,3,136,470,1993,23762,13131,5849,4933,6223,10216,750,8424,17376,17479,7010,7086,8878,1521,2219,5323,1253,24826,3976,50776,12248,1501,2,19465,6669,2440,25372,2152,2638,9248,1946,11955,49121,2157,231,26,10451,5322,2737,7375,701
10712,313,0,17092,5661,59244,6155,7944,1577,0,1081,34014,19488,3,136,471,1993,23777,13138,5857,4933,6241,10216,750,8444,17379,17563,7022,7095,8884,1523,2220,5332,1256,24859,3976,50835,12248,1502,2,19474,6669,2440,25405,2154,2638,9273,1946,11963,49188,2159,231,26,10458,5322,2742,7379,701
10712,313,0,17086,5661,59292,6157,7944,1578,0,1081,34021,19488,3,136,471,1993,23793,13148,5857,4933,6250,10216,750,8455,17387,17563,7035,7096,8885,1523,2220,5332,1257,24870,3976,50916,12248,1502,2,19495,6669,2440,25409,2155,2638,9276,1946,11966,49212,2159,231,26,10472,5322,2745,7380,701
93,8,0,115,27,631,289,554,49,0,50,461,433,0,5,9,27,720,448,41,63,97,840,19,236,756,1479,70,96,120,6,17,112,23,2350,26,9382,89,7,2,363,96,52,572,44,91,82,6,101,306,18,27,1,141,562,6,144,0
10712,314,0,17086,5665,59309,6157,7957,1581,0,1084,34056,19523,3,136,471,1996,23809,13151,5857,4925,6257,10241,751,8470,17406,17576,7037,7096,8887,1524,2221,5332,1257,24896,3979,51002,12290,1502,2,19505,6669,2441,25415,2162,2638,9276,1947,11973,49231,2159,233,26,10486,5329,2745,7383,701
99,8,0,122,29,693,306,602,54,0,52,499,465,0,5,9,27,798,483,41,61,113,884,19,262,844,1602,70,98,128,7,17,114,23,2443,26,10026,94,8,2,399,99,53,610,45,100,82,6,109,337,13,28,1,149,582,8,154,1
10722,314,0,17105,5673,59404,6168,7974,1587,0,1085,34120,19548,3,136,471,2000,23826,13167,5857,4925,6261,10255,753,8484,17413,17657,7040,7119,8970,1526,2226,5339,1257,24945,3988,51054,12305,1504,2,19516,6669,2446,25471,2174,2640,9289,1947,11983,49289,2161,233,26,10506,5340,2747,7394,703
114,9,0,131,32,780,327,671,61,0,67,571,525,0,5,9,33,868,529,49,77,106,1013,20,302,844,1768,79,111,151,7,20,126,25,2805,31,10811,112,8,2,434,108,55,716,45,108,97,6,124,363,18,29,1,154,599,9,170,1
10728,314,0,17109,5680,59533,6173,7984,1591,0,1088,34164,19600,3,136,473,2006,23865,13187,5857,4938,6285,10264,757,8493,17427,17694,7056,7122,8995,1526,2226,5353,1261,25006,3996,51148,12325,1505,2,19536,6697,2449,25521,2182,2642,9304,1948,11992,49359,2161,237,26,10510,5357,2756,7402,703
118,9,0,142,33,872,328,868,68,0,72,596,552,0,5,9,39,949,567,53,73,115,1103,24,311,1108,1921,87,122,154,7,20,131,32,3156,36,11569,130,9,2,470,123,58,803,51,125,106,6,135,406,20,29,1,195,609,10,183,1
10736,334,0,17123,5686,59621,6177,7990,1595,0,1090,34238,19662,3,136,473,2015,23896,13194,5870,4938,6302,10273,758,8512,17432,17817,7067,7127,9000,1528,2205,5359,1264,25053,3997,51217,12359,1506,2,19552,6697,2455,25569,2185,2646,9307,1949,12000,49441,2162,240,26,10529,5362,2772,7406,703
133,9,0,150,37,954,355,971,71,0,81,668,587,0,5,9,41,1072,601,60,80,129,1156,27,319,1108,1996,87,129,170,7,21,137,32,3518,36,14832,150,9,2,504,131,64,877,56,139,111,7,141,440,20,33,1,208,630,12,197,2
10739,334,0,17153,5692,59725,6186,7995,1596,0,1093,34330,19718,3,136,474,2017,23920,13211,5878,4947,6317,10282,763,8528,17445,17858,7073,7139,9005,1537,2205,5365,1266,25094,4001,51270,12387,1509,2,19563,6697,2457,25634,2194,2647,9309,1952,12014,49510,2164,242,26,10549,5380,2777,7412,703
148,9,0,169,37,1022,372,1036,77,0,86,725,650,0,5,9,41,1132,637,64,84,137,1213,29,334,1245,2227,111,140,186,8,24,142,37,3840,44,17131,177,9,2,552,136,70,960,58,160,116,7,142,479,23,35,2,231,649,16,206,2
10790,334,0,17151,5693,59807,6188,7995,1602,0,1095,34404,19757,3,136,474,2017,23945,13216,5881,4947,6330,10282,764,8545,17455,17934,7083,7153,9009,1545,2213,5365,1266,25134,4001,51337,12387,1510,2,19581,6697,2460,25666,2200,2647,9321,1953,12015,49562,2164,242,26,10564,5380,2780,7422,703
153,9,0,180,38,1126,389,1086,87,0,91,748,673,0,5,9,43,1259,665,74,86,144,1267,32,421,1404,2308,121,152,197,10,24,151,38,4070,53,17634,187,9,2,587,136,72,1081,60,175,119,7,145,501,25,38,3,258,666,16,212,2
10790,334,0,17153,5694,59841,6199,7995,1602,0,1096,34439,19758,3,136,474,2017,23955,13224,5881,4947,6338,10282,765,8562,17462,17934,7098,7153,9009,1546,2213,5365,1270,25143,4001,51380,12387,1510,2,19605,6697,2460,25688,2207,2647,9336,1953,12032,49595,2164,242,26,10581,5380,2785,7420,703
157,9,0,184,39,1160,420,1127,91,0,96,774,687,0,5,10,44,1290,702,75,93,146,1296,34,461,1706,2391,134,159,199,10,28,158,38,4362,55,18271,200,9,2,618,140,74,1320,62,186,120,7,148,521,27,38,3,277,690,18,220,2
10790,334,0,17153,5699,59850,6201,8014,1602,0,1096,34471,19784,3,136,474,2022,23976,13226,5886,4949,6347,10293,767,8574,17481,17996,7104,7153,9010,1546,2215,5368,1270,25161,4007,51425,12418,1510,2,19632,6697,2460,25697,2213,2651,9352,1953,12047,49618,2166,242,27,10595,5394,2785,7421,703
163,9,0,191,41,1200,420,1331,101,0,105,822,775,0,5,10,45,1349,740,79,102,154,1328,35,582,1706,2468,143,169,210,10,33,159,42,4496,58,18598,218,9,2,661,143,75,1397,63,196,123,7,152,542,28,38,3,300,709,24,230,2
10798,334,0,17193,5706,59932,6211,8020,1603,0,1097,34533,19798,3,136,474,2022,23989,13234,5893,4949,6360,10306,767,8592,17484,18086,7109,7161,9049,1552,2222,5377,1271,25206,4010,51488,12437,1513,2,19651,6697,2461,25771,2224,2654,9355,1953,12062,49672,2174,242,27,10625,5407,2789,7427,705
183,9,0,208,42,1289,483,1423,106,0,112,867,798,0,5,10,48,1468,790,83,109,171,1405,36,652,1961,2575,160,183,226,12,33,163,42,4753,58,19037,245,13,2,699,164,78,1651,64,214,124,8,157,574,32,40,3,324,725,26,244,2
10807,334,0,17199,5708,60033,6215,8027,1603,0,1097,34616,19829,3,136,474,2028,24018,13248,5899,4955,6373,10316,768,8605,17498,18130,7122,7163,9056,1557,2229,5388,1273,25271,4020,51531,12480,1515,2,19672,6716,2467,25837,2238,2658,9365,1954,12080,49748,2177,243,27,10640,5422,2800,7430,705
196,9,0,231,42,1413,506,1544,119,0,127,893,848,0,5,12,51,1565,841,90,112,185,1473,39,698,2182,2813,179,193,241,14,38,172,48,5150,71,19361,265,14,2,742,170,78,1715,63,232,140,9,166,596,32,40,3,349,734,27,248,6
10824,334,0,17221,5711,60127,6225,8039,1604,0,1098,34696,19875,3,136,476,2028,24056,13252,5904,4955,6381,10324,769,8625,17515,18251,7132,7173,9064,1557,2232,5400,1274,25301,4023,51628,12505,1515,2,19697,6716,2468,25887,2246,2660,9388,1956,12092,49818,2178,243,27,10653,5428,2808,7438,705
202,9,0,249,45,1503,552,1639,133,0,139,987,881,3,5,12,54,1688,879,96,113,191,1599,44,748,2360,2977,200,201,253,14,47,195,51,5426,78,20899,281,15,2,782,179,83,1771,69,247,150,9,170,645,35,43,3,373,747,31,258,7
10840,334,0,17238,5716,60195,6231,8047,1609,0,1099,34759,19917,3,136,477,2031,24083,13256,5907,4962,6403,10336,771,8633,17528,18283,7142,7175,9065,1559,2241,5422,1281,25328,4024,51689,12523,1517,2,19720,6716,2477,25946,2263,2660,9404,1957,12096,49877,2179,243,27,10666,5434,2813,7452,705
209,9,0,266,47,1586,674,1767,149,0,153,1046,899,3,5,13,54,1795,916,107,118,200,1660,47,798,2556,3085,221,209,271,14,50,197,53,5683,84,21327,294,15,2,830,188,86,1792,77,262,157,10,168,663,39,44,3,411,762,32,263,7
10851,334,0,17260,5717,60254,6249,8047,1615,0,1099,34812,19973,3,136,478,2031,24114,13271,5927,4962,6436,10336,772,8648,17544,18409,7150,7175,9072,1563,2242,5422,1282,25367,4024,51748,12523,1517,2,19745,6716,2484,25982,2264,2660,9414,1958,12096,49921,2180,244,27,10675,5434,2817,7474,705
209,9,0,273,48,1661,684,1865,157,0,165,1055,907,3,5,13,56,1875,958,112,120,205,1707,47,875,2730,3155,244,221,279,14,50,205,53,5914,93,21933,305,16,2,861,194,87,1845,83,276,166,10,178,678,41,46,3,437,779,32,266,7
10851,334,0,17268,5718,60289,6251,8047,1616,0,1099,34848,19975,3,136,478,2031,24139,13274,5927,4962,6449,10336,772,8661,17550,18409,7157,7175,9075,1563,2242,5422,1284,25380,4024,51800,12523,1517,2,19758,6716,2485,25987,2265,2660,9430,1958,12102,49936,2182,244,27,10691,5434,2821,7473,705
219,9,0,275,51,1692,688,1924,170,0,178,1075,916,3,5,14,56,1933,993,118,121,208,1729,50,910,2899,3315,272,227,281,14,56,206,60,5938,99,22200,324,17,2,911,195,92,1873,84,290,174,11,181,699,41,46,4,449,799,34,272,7
10852,347,0,17268,5720,60288,6255,8066,1617,0,1099,34912,20009,3,136,478,2034,24150,13280,5927,4964,6459,10342,772,8670,17562,18446,7157,7178,9077,1563,2242,5433,1284,25399,4027,51839,12560,1517,2,19779,6716,2486,25996,2279,2663,9433,1960,12113,49967,2183,244,27,10706,5450,2821,7473,705
228,9,0,275,51,1732,706,2012,183,0,185,1088,995,3,5,16,56,1983,1036,127,126,213,1740,51,945,3003,3407,286,229,343,14,56,206,60,6044,99,22574,340,19,2,957,197,92,1954,84,300,177,11,184,717,41,47,4,460,810,34,281,7
10854,347,0,17276,5725,60335,6264,8067,1617,0,1100,34958,20027,3,136,479,2040,24174,13293,5930,4964,6476,10352,777,8688,17566,18563,7169,7188,9116,1566,2242,5444,1294,25460,4039,51914,12583,1517,2,19793,6716,2488,26068,2285,2664,9435,1961,12121,50027,2186,245,27,10722,5462,2662,7494,707
242,9,0,275,57,1824,736,2087,194,0,190,1171,1036,3,5,16,60,2125,1072,136,127,225,1801,51,1016,3153,3568,301,239,330,15,56,219,60,6442,105,22823,363,19,2,1012,207,99,2116,86,322,192,11,188,764,41,47,4,492,820,38,300,7
10879,347,0,17282,5726,60422,6272,8080,1622,0,1104,35030,20098,3,136,482,2045,24211,13312,5931,4979,6485,10367,778,8709,17578,18600,7191,7193,9129,1567,2242,5448,1296,25509,4051,51937,12619,1517,2,19807,6788,2490,26128,2296,2668,9472,1962,12138,50098,2190,246,27,10735,5474,2673,7534,707
256,9,0,308,57,1906,766,2169,206,0,205,1218,1101,3,5,16,60,2215,1116,148,134,234,1845,52,1078,3405,3670,319,250,339,16,56,230,60,6771,112,23375,382,19,2,1053,214,101,2432,86,340,231,13,195,803,45,47,4,522,828,38,308,7
10887,347,0,17305,5735,60527,6284,8084,1624,0,1105,35084,20158,3,136,483,2045,24252,13324,5931,4979,6497,10376,782,8718,17594,18716,7221,7195,9132,1570,2243,5459,1301,25529,4058,52006,12631,1522,2,19826,6788,2491,26176,2303,2669,9495,1962,12147,50164,2197,246,27,10751,5487,2674,7542,707
272,9,0,320,61,1996,777,2257,212,0,224,1268,1132,3,5,16,60,2355,1161,162,134,240,1905,53,1140,3562,3789,343,261,351,16,70,243,72,7228,123,23479,406,19,2,1083,222,103,2529,92,364,244,17,199,847,46,49,4,552,836,41,316,7
10896,347,0,17324,5739,60680,6295,8097,1625,0,1105,35161,20190,3,136,483,2046,24291,13332,5950,4983,6501,10382,784,8744,17610,18753,7237,7199,9138,1571,2244,5464,1303,25554,4067,52055,12651,1523,2,19848,6788,2495,26209,2310,2671,9497,1967,12154,50219,2202,246,27,10770,5499,2679,7550,707
289,9,0,330,64,2093,821,2339,224,0,231,1314,1169,3,5,16,63,2457,1198,170,140,246,1970,55,1080,3716,3866,370,281,361,16,73,246,81,7538,131,23928,419,23,2,1132,230,104,2694,94,378,256,21,204,882,46,50,4,581,850,46,327,7
10913,347,0,17338,5741,60796,6302,8097,1626,0,1105,35239,20212,3,136,483,2046,24330,13338,5952,4983,6513,10382,789,8764,17617,18893,7247,7199,9145,1574,2245,5464,1304,25588,4067,52107,12651,1525,2,19867,6788,2498,26239,2313,2671,9506,1967,12153,50274,2203,247,27,10777,5499,2679,7569,707
288,9,0,330,72,2153,832,2436,236,0,240,1364,1177,3,5,16,64,2559,1242,175,142,248,1993,56,1251,3846,4021,394,291,377,16,73,255,84,7742,138,24090,431,24,2,1174,238,109,2753,95,402,267,21,209,917,49,51,4,617,862,48,334,7
10913,347,0,17344,5743,60841,6304,8097,1626,0,1106,35268,20212,3,136,483,2046,24358,13349,5959,4983,6517,10382,789,8776,17621,18893,7253,7199,9148,1574,2245,5464,1305,25600,4067,52157,12651,1525,2,19891,6788,2501,26258,2315,2671,9520,1967,12154,50290,2204,247,27,10791,5499,2686,7567,707
290,9,0,362,76,2195,842,2436,248,0,251,1379,1184,3,5,17,64,2618,1278,184,144,253,2012,57,1281,4004,4053,418,303,383,16,78,258,86,7871,151,24602,434,25,2,1217,238,109,2785,97,423,275,21,210,940,50,53,4,660,874,48,339,7
10913,348,0,17344,5747,60841,6306,8112,1626,0,1106,35307,20227,3,136,484,2052,24389,13350,5959,4986,6525,10393,790,8788,17639,18922,7256,7207,9150,1574,2245,5473,1305,25616,4073,52219,12691,1525,2,19908,6788,2502,26274,2323,2678,9524,1970,12167,50331,2204,248,27,10807,5507,2686,7567,707
298,9,0,362,80,2240,851,2556,258,0,258,1399,1246,3,5,17,64,2659,1317,188,156,261,2064,57,1317,4090,4139,427,310,389,16,78,265,86,7910,156,24879,442,25,2,1246,238,109,2912,97,441,283,21,219,965,50,52,4,684,885,48,340,7
10913,348,0,17355,5752,60924,6321,8117,1626,0,1106,35399,20241,3,137,484,2052,24410,13363,5960,4986,6532,10405,790,8803,17644,19055,7267,7221,9209,1577,2244,5480,1307,25658,4083,52279,12700,1525,2,19925,6788,2508,26325,2337,2681,9524,1973,12178,50411,2217,248,27,10823,5528,2695,7582,710
315,9,0,395,83,2353,903,2633,269,0,264,1471,1299,3,5,17,65,2834,1356,207,161,275,2115,61,1390,4212,4183,455,342,412,16,78,270,92,8244,162,24995,472,25,2,1284,247,113,3227,99,457,296,24,226,984,56,52,4,713,898,48,353,7
10930,348,0,17360,5754,60984,6337,8124,1628,0,1109,35478,20273,3,138,485,2052,24443,13373,5962,5000,6542,10418,791,8813,17658,19100,7284,7223,9215,1578,2245,5487,1308,25707,4085,52334,12721,1528,2,19944,6832,2509,26374,2348,2682,9536,1976,12194,50471,2219,248,27,10844,5539,2707,7596,710
343,10,0,426,87,2434,919,2718,272,0,277,1539,1327,3,5,17,66,2974,1400,219,164,283,2167,62,1437,4420,4256,485,374,431,16,78,289,92,8549,169,25508,492,31,2,1326,253,115,3388,99,478,305,29,239,1013,58,52,4,713,911,50,362,7
10946,349,0,17367,5757,61093,6345,8131,1629,0,1110,35549,20294,3,139,486,2053,24483,13379,5980,5000,6548,10425,793,8822,17663,19223,7297,7226,9219,1580,2249,5490,1311,25740,4089,52368,12738,1530,2,19958,6832,2514,26434,2355,2685,9558,1977,12205,50527,2219,249,27,10861,5553,2713,7614,710
369,10,0,450,87,2504,944,2797,288,0,285,1600,1355,3,5,17,67,3111,1434,231,165,294,2208,62,1503,4552,4345,508,396,453,16,91,297,114,8807,172,26024,513,31,2,1366,260,121,3628,102,499,316,31,237,1046,61,53,4,769,925,51,374,7
10966,349,0,17391,5759,61224,6352,8137,1629,0,1110,35635,20337,3,139,486,2061,24524,13397,5983,5017,6559,10433,794,8833,17668,19253,7309,7228,9221,1592,2254,5498,1311,25769,4098,52407,12780,1529,2,19971,6832,2522,26470,2367,2687,9566,1980,12207,50583,2223,249,27,10874,5564,2719,7625,710
383,10,0,517,88,2596,960,2874,301,0,304,1669,1400,3,5,17,67,3241,1462,243,168,298,2227,63,1560,4702,4399,534,409,487,16,90,294,121,8960,181,26124,530,33,2,1405,266,124,3750,107,521,320,31,241,1081,61,53,4,812,941,52,384,7
10978,349,0,17407,5760,61291,6355,8137,1636,0,1110,35700,20368,3,139,487,2061,24546,13405,5984,5017,6578,10433,795,8843,17676,19377,7317,7228,9224,1592,2252,5498,1314,25791,4098,52450,12780,1529,2,19983,6832,2528,26501,2372,2687,9586,1980,12207,50626,2223,249,27,10885,5564,2726,7652,710
390,10,0,532,88,2666,967,2932,305,0,311,1715,1403,3,5,17,67,3349,1495,252,174,304,2267,64,1614,4840,4530,558,421,497,16,90,313,131,9116,191,26499,551,35,2,1445,270,127,3809,108,536,330,34,242,1117,66,53,4,827,952,52,398,7
10978,349,0,17409,5761,61315,6357,8137,1636,0,1110,35731,20367,3,139,488,2061,24577,13418,5985,5017,6586,10433,795,8851,17682,19377,7324,7228,9226,1592,2251,5498,1315,25801,4098,52485,12780,1529,2,19994,6832,2530,26510,2374,2687,9592,1980,12225,50643,2224,249,27,10895,5564,2726,7652,710
393,10,0,536,91,2707,971,2967,316,0,323,1721,1406,3,5,17,67,3406,1529,265,174,304,2286,64,1644,4979,4555,578,430,505,16,90,310,133,9256,200,26532,564,35,2,1479,272,127,3845,111,550,331,34,243,1150,67,53,4,839,968,54,400,7
10978,349,0,17409,5764,61320,6357,8154,1641,0,1110,35783,20368,3,139,488,2061,24590,13419,5985,5017,6597,10438,795,8861,17698,19411,7324,7234,9230,1592,2246,5506,1315,25810,4106,52523,12790,1529,2,20010,6832,2533,26545,2384,2690,9596,1981,12242,50665,2225,249,27,10902,5586,2729,7652,710
403,10,0,542,94,2766,987,3008,328,0,328,1735,1444,3,5,17,70,3459,1571,271,180,311,2308,65,1683,5108,4584,591,435,518,16,98,312,133,9340,208,26872,575,36,2,1505,274,130,3873,113,565,346,34,251,1179,68,53,5,850,974,54,409,7
10985,351,0,17428,5770,61364,6371,8156,1644,0,1113,35831,20391,3,139,488,2058,24617,13434,5989,5017,6620,10451,797,8870,17698,19513,7333,7240,9244,1593,2247,5509,1318,25841,4108,52565,12801,1532,2,20024,6832,2549,26594,2384,2694,9596,1981,12246,50719,2236,251,27,10919,5593,2734,7666,712
