Province_State,Confirmed,Deaths,Recovered,People_Hospitalized,date,Mortality
Arizona,1953168,27181,0,0,2/15/2022,0.013916366
Arizona,799740,14981,112430,0,2/16/2021,0.018732338
Arizona,1957085,27189,0,0,2/16/2022,0.0138926
Arizona,801055,15063,112868,0,2/17/2021,0.018803952
Arizona,1959866,27398,0,0,2/17/2022,0.013979527
Arizona,802198,15276,113271,0,2/18/2021,0.01904268
Arizona,1962920,27513,0,0,2/18/2022,0.014016363
Arizona,804116,15421,113697,0,2/19/2021,0.019177581
Arizona,1962920,27513,0,0,2/19/2022,0.014016363
Arizona,806163,15480,114119,0,2/20/2021,0.019202072
Arizona,1967702,27622,0,0,2/20/2022,0.014037695
Arizona,807967,15505,114497,0,2/21/2021,0.01919014
Arizona,1967704,27622,0,0,2/21/2022,0.01403768
Arizona,809474,15502,114855,0,2/22/2021,0.019150708
Arizona,1970442,27751,0,0,2/22/2022,0.014083642
Arizona,810658,15650,0,0,2/23/2021,0.019305305
Arizona,1971678,27790,0,0,2/23/2022,0.014094594
Arizona,811968,15693,0,0,2/24/2021,0.019327116
Arizona,1973479,27876,0,0,2/24/2022,0.014125309
Arizona,812907,15814,0,0,2/25/2021,0.01945364
Arizona,1975252,27931,0,0,2/25/2022,0.014140474
Arizona,814528,15897,0,0,2/26/2021,0.019516824
Arizona,1976890,27946,0,0,2/26/2022,0.014136345
Arizona,815707,15967,0,0,2/27/2021,0.019574431
Arizona,1976890,27946,0,0,2/27/2022,0.014136345
Arizona,816782,15980,0,0,2/28/2021,0.019564584
Arizona,1976890,27946,0,0,2/28/2022,0.014136345
Arizona,817821,15979,0,0,3/1/2021,0.019538505
Arizona,1976890,27946,0,0,3/1/2022,0.014136345
Arizona,818670,16060,0,0,3/2/2021,0.019617184
Arizona,1976890,27946,0,0,3/2/2022,0.014136345
Arizona,819954,16089,0,0,3/3/2021,0.019621832
Arizona,1980769,27708,0,0,3/3/2022,0.013988506
Arizona,821108,16185,0,0,3/4/2021,0.019711171
Arizona,1980769,27708,0,0,3/4/2022,0.013988506
Arizona,823384,16269,0,0,3/5/2021,0.019758703
Arizona,1980769,27708,0,0,3/5/2022,0.013988506
Arizona,825119,16323,0,0,3/6/2021,0.019782601
Arizona,1980769,27708,0,0,3/6/2022,0.013988506
Arizona,826454,16328,0,0,3/7/2021,0.019756695
Arizona,1980769,27708,0,0,3/7/2022,0.013988506
Arizona,827237,16328,0,0,3/8/2021,0.019737995
Arizona,1980769,27708,0,0,3/8/2022,0.013988506
Arizona,827800,16326,0,0,3/9/2021,0.019722155
Arizona,1980769,28090,0,0,3/9/2022,0.014181361
Arizona,828630,16404,0,0,3/10/2021,0.019796532
Arizona,1987318,28090,0,0,3/10/2022,0.014134628
Arizona,830655,16461,0,0,3/11/2021,0.019816891
Arizona,1987318,28090,0,0,3/11/2022,0.014134628
Arizona,831832,16519,0,0,3/12/2021,0.019858577
Arizona,1987318,28090,0,0,3/12/2022,0.014134628
Arizona,832094,16546,0,0,3/13/2021,0.019884773
Arizona,1987318,28090,0,0,3/13/2022,0.014134628
Arizona,832743,16553,0,0,3/14/2021,0.019877681
Arizona,1987318,28090,0,0,3/14/2022,0.014134628
Arizona,833381,16553,0,0,3/15/2021,0.019862464
Arizona,1987318,28090,0,0,3/15/2022,0.014134628
Arizona,833878,16574,0,0,3/16/2021,0.019875809
Arizona,1987318,28547,0,0,3/16/2022,0.014364586
Arizona,834323,16586,0,0,3/17/2021,0.019879591
Arizona,1992471,28547,0,0,3/17/2022,0.014327436
Arizona,834607,16645,0,0,3/18/2021,0.019943518
Arizona,1992471,28547,0,0,3/18/2022,0.014327436
Arizona,835030,16691,0,0,3/19/2021,0.019988503
Arizona,1992471,28547,0,0,3/19/2022,0.014327436
Arizona,835765,16733,0,0,3/20/2021,0.020021178
Arizona,1992471,28547,0,0,3/20/2022,0.014327436
Arizona,836253,16745,0,0,3/21/2021,0.020023844
Arizona,1992471,28547,0,0,3/21/2022,0.014327436
Arizona,836737,16745,0,0,3/22/2021,0.020012262
Arizona,1992471,28547,0,0,3/22/2022,0.014327436
Arizona,837244,16798,0,0,3/23/2021,0.020063446
Arizona,1992471,28883,0,0,3/23/2022,0.01449607
Arizona,837849,16842,0,0,3/24/2021,0.020101474
Arizona,1997037,28883,0,0,3/24/2022,0.014462927
Arizona,837987,16874,0,0,3/25/2021,0.020136351
Arizona,1997037,28883,0,0,3/25/2022,0.014462927
Arizona,838558,16898,0,0,3/26/2021,0.02015126
Arizona,1997037,28883,0,0,3/26/2022,0.014462927
Arizona,839334,16912,0,0,3/27/2021,0.020149309
Arizona,1997037,28883,0,0,3/27/2022,0.014462927
Arizona,839888,16918,0,0,3/28/2021,0.020143162
Arizona,1997037,28883,0,0,3/28/2022,0.014462927
Arizona,840492,16918,0,0,3/29/2021,0.020128687
Arizona,1997037,28883,0,0,3/29/2022,0.014462927
Arizona,841078,16941,0,0,3/30/2021,0.020142008
Arizona,1997037,29268,0,0,3/30/2022,0.014655712
Arizona,841811,16967,0,0,3/31/2021,0.020155356
Arizona,2007180,29268,0,0,3/31/2022,0.014581652
Arizona,842192,16977,0,0,4/1/2021,0.020158111
Arizona,2007180,29268,0,0,4/1/2022,0.014581652
Arizona,843132,16989,0,0,4/2/2021,0.02014987
Arizona,2007180,29268,0,0,4/2/2022,0.014581652
Arizona,843838,16991,0,0,4/3/2021,0.020135381
Arizona,2007180,29268,0,0,4/3/2022,0.014581652
Arizona,844302,16990,0,0,4/4/2021,0.020123131
Arizona,844910,16990,0,0,4/5/2021,0.020108651
Arizona,845480,16996,0,0,4/6/2021,0.02010219
Arizona,846230,17023,0,0,4/7/2021,0.02011628
Arizona,846900,17055,0,0,4/8/2021,0.020138151
Arizona,848202,17062,0,0,4/9/2021,0.020115491
Arizona,849021,17092,0,0,4/10/2021,0.020131422
Arizona,849561,17086,0,0,4/11/2021,0.020111564
Arizona,3542,115,0,0,4/12/2020,0.032467532
Arizona,850236,17086,0,0,4/12/2021,0.020095597
Arizona,3705,122,0,525,4/13/2020,0.032928475
Arizona,850846,17105,0,0,4/13/2021,0.02010352
Arizona,3809,131,249,580,4/14/2020,0.034392229
Arizona,851265,17109,0,0,4/14/2021,0.020098324
Arizona,3964,142,385,590,4/15/2020,0.035822402
Arizona,851725,17123,0,0,4/15/2021,0.020103907
Arizona,4237,150,460,578,4/16/2020,0.035402407
Arizona,852570,17153,0,0,4/16/2021,0.020119169
Arizona,4511,169,539,566,4/17/2020,0.037463977
Arizona,853050,17151,0,0,4/17/2021,0.020105504
Arizona,4724,180,539,566,4/18/2020,0.038103302
Arizona,853761,17153,0,0,4/18/2021,0.020091103
Arizona,4933,184,994,631,4/19/2020,0.037299818
Arizona,854453,17153,0,0,4/19/2021,0.020074832
Arizona,5068,191,1155,637,4/20/2020,0.037687451
Arizona,855155,17193,0,0,4/20/2021,0.020105127
Arizona,5256,208,1155,637,4/21/2020,0.03957382
Arizona,855804,17199,0,0,4/21/2021,0.020096891
Arizona,5473,231,1265,664,4/22/2020,0.042207199
Arizona,856451,17221,0,0,4/22/2021,0.020107397
Arizona,5772,249,1282,699,4/23/2020,0.043139293
Arizona,857347,17238,0,0,4/23/2021,0.020106211
Arizona,6045,266,1313,984,4/24/2020,0.044003309
Arizona,858076,17260,0,0,4/24/2021,0.020114768
Arizona,6286,273,1345,1022,4/25/2020,0.043429844
Arizona,858737,17268,0,0,4/25/2021,0.020108601
Arizona,6534,275,1383,1037,4/26/2020,0.042087542
Arizona,859487,17268,0,0,4/26/2021,0.020091054
Arizona,6725,275,1418,1051,4/27/2020,0.040892193
Arizona,860169,17276,0,0,4/27/2021,0.020084425
Arizona,6955,275,1450,1095,4/28/2020,0.039539899
Arizona,860772,17282,0,0,4/28/2021,0.020077326
Arizona,7209,308,1475,1131,4/29/2020,0.042724372
Arizona,861653,17305,0,0,4/29/2021,0.020083491
Arizona,7655,320,1499,1169,4/30/2020,0.041802743
Arizona,862497,17324,0,0,4/30/2021,0.020085867
Arizona,7969,330,1528,1203,5/1/2020,0.041410466
Arizona,863571,17338,0,0,5/1/2021,0.020077098
Arizona,8364,330,1565,1339,5/2/2020,0.039454806
Arizona,863927,17344,0,0,5/2/2021,0.02007577
Arizona,8640,362,1597,1348,5/3/2020,0.041898148
Arizona,864579,17344,0,0,5/3/2021,0.020060631
Arizona,8924,362,1632,1357,5/4/2020,0.040564769
Arizona,865280,17355,0,0,5/4/2021,0.020057091
Arizona,9305,395,1671,1397,5/5/2020,0.042450296
Arizona,866022,17360,0,0,5/5/2021,0.02004568
Arizona,9707,426,1693,1430,5/6/2020,0.043885856
Arizona,866623,17367,0,0,5/6/2021,0.020039856
Arizona,9945,450,1722,1449,5/7/2020,0.045248869
Arizona,867443,17391,0,0,5/7/2021,0.02004858
Arizona,10526,517,1747,1482,5/8/2020,0.049116473
Arizona,868382,17407,0,0,5/8/2021,0.020045326
Arizona,10960,532,2684,1514,5/9/2020,0.048540146
Arizona,868830,17409,0,0,5/9/2021,0.020037292
Arizona,11119,536,2775,1528,5/10/2020,0.048205774
Arizona,869472,17409,0,0,5/10/2021,0.020022496
Arizona,11383,542,2852,1537,5/11/2020,0.047614864
Arizona,870155,17428,0,0,5/11/2021,0.020028616
Arizona,11736,562,2909,1564,5/12/2020,0.047886844
Arizona,870624,17430,0,0,5/12/2021,0.020020123
Arizona,12216,595,2979,1590,5/13/2020,0.048706614
Arizona,871168,17438,0,0,5/13/2021,0.020016805
Arizona,12674,624,3074,1636,5/14/2020,0.049234654
Arizona,872022,17447,0,0,5/14/2021,0.020007523
Arizona,13169,651,3145,1629,5/15/2020,0.049434277
Arizona,872496,17459,0,0,5/15/2021,0.020010407
Arizona,13666,679,3357,1683,5/16/2020,0.049685351
Arizona,872978,17459,0,0,5/16/2021,0.019999359
Arizona,13945,680,3450,1699,5/17/2020,0.048762997
Arizona,873446,17466,0,0,5/17/2021,0.019996657
Arizona,14208,687,3570,1717,5/18/2020,0.048353041
Arizona,874065,17480,0,0,5/18/2021,0.019998513
Arizona,14576,705,3693,1746,5/19/2020,0.048367179
Arizona,874605,17497,0,0,5/19/2021,0.020005603
Arizona,14906,747,3773,1792,5/20/2020,0.050114048
Arizona,875195,17509,0,0,5/20/2021,0.020005827
Arizona,15348,764,3872,1830,5/21/2020,0.049778473
Arizona,875766,17531,0,0,5/21/2021,0.020017904
Arizona,15624,775,3949,1879,5/22/2020,0.049603175
Arizona,876411,17547,0,0,5/22/2021,0.020021428
Arizona,16053,801,4033,1930,5/23/2020,0.049897215
Arizona,876732,17555,0,0,5/23/2021,0.020023223
Arizona,16377,801,4132,1945,5/24/2020,0.048910057
Arizona,877182,17555,0,0,5/24/2021,0.020012951
Arizona,16575,807,4204,1961,5/25/2020,0.048687783
Arizona,877682,17569,0,0,5/25/2021,0.020017501
Arizona,16864,810,4297,1988,5/26/2020,0.048031309
Arizona,878338,17576,0,0,5/26/2021,0.02001052
Arizona,17318,834,4361,2031,5/27/2020,0.048157986
Arizona,879102,17594,0,0,5/27/2021,0.020013605
Arizona,17877,860,4452,2848,5/28/2020,0.048106506
Arizona,879909,17609,0,0,5/28/2021,0.020012297
Arizona,18472,886,4551,2911,5/29/2020,0.047964487
Arizona,880466,17628,0,0,5/29/2021,0.020021216
Arizona,19258,904,4657,2980,5/30/2020,0.046941531
Arizona,880466,17628,0,0,5/30/2021,0.020021216
Arizona,19936,907,4761,2998,5/31/2020,0.045495586
Arizona,881450,17628,0,0,5/31/2021,0.019998866
Arizona,20129,918,4869,3018,6/1/2020,0.045605842
Arizona,881454,17628,0,0,6/1/2021,0.019998775
Arizona,21264,943,4967,3057,6/2/2020,0.044347254
Arizona,882369,17648,0,0,6/2/2021,0.020000703
Arizona,22356,983,5076,3129,6/3/2020,0.043970299
Arizona,882691,17653,0,0,6/3/2021,0.019999071
Arizona,22886,999,5172,3195,6/4/2020,0.04365114
Arizona,883037,17673,0,0,6/4/2021,0.020013884
Arizona,24439,1015,5298,3265,6/5/2020,0.041531978
Arizona,883314,17698,0,0,6/5/2021,0.02003591
Arizona,25451,1043,5399,3320,6/6/2020,0.040980708
Arizona,883821,17700,0,0,6/6/2021,0.02002668
Arizona,26989,1051,5517,3352,6/7/2020,0.038941791
Arizona,884195,17700,0,0,6/7/2021,0.020018209
Arizona,27678,1053,5639,3377,6/8/2020,0.038044656
Arizona,884609,17713,0,0,6/8/2021,0.020023536
Arizona,28296,1076,5764,3406,6/9/2020,0.038026576
Arizona,885042,17715,0,0,6/9/2021,0.020015999
Arizona,29852,1101,5851,3476,6/10/2020,0.036881951
Arizona,885412,17742,0,0,6/10/2021,0.020038129
Arizona,31267,1135,5980,3531,6/11/2020,0.036300253
Arizona,885834,17740,0,0,6/11/2021,0.020026325
Arizona,33039,1156,5980,3622,6/12/2020,0.034988952
Arizona,886404,17761,0,0,6/12/2021,0.020037139
Arizona,34660,1189,6209,3692,6/13/2020,0.034304674
Arizona,886752,17768,0,0,6/13/2021,0.020037169
Arizona,35706,1191,6333,3726,6/14/2020,0.033355739
Arizona,887146,17768,0,0,6/14/2021,0.02002827
Arizona,36844,1203,6462,3750,6/15/2020,0.032651178
Arizona,887569,17779,0,0,6/15/2021,0.020031119
Arizona,39185,1228,6598,3808,6/16/2020,0.031338522
Arizona,888005,17791,0,0,6/16/2021,0.020034797
Arizona,40937,1249,6715,3861,6/17/2020,0.030510296
Arizona,888337,17809,0,0,6/17/2021,0.020047572
Arizona,43445,1283,6863,3956,6/18/2020,0.029531592
Arizona,888701,17822,0,0,6/18/2021,0.020053989
Arizona,46910,1321,7018,4049,6/19/2020,0.028160307
Arizona,889342,17838,0,0,6/19/2021,0.020057526
Arizona,50127,1346,7196,4140,6/20/2020,0.026851796
Arizona,889727,17843,0,0,6/20/2021,0.020054466
Arizona,52591,1349,7387,4161,6/21/2020,0.025650777
Arizona,890111,17843,0,0,6/21/2021,0.020045815
Arizona,54599,1351,7581,4185,6/22/2020,0.024744043
Arizona,890533,17858,0,0,6/22/2021,0.020053159
Arizona,58378,1396,7746,4255,6/23/2020,0.023913118
Arizona,891023,17868,0,0,6/23/2021,0.020053354
Arizona,60190,1467,7936,4313,6/24/2020,0.024372819
Arizona,891649,17875,0,0,6/24/2021,0.020047126
Arizona,63281,1495,8139,4406,6/25/2020,0.023624785
Arizona,892236,17903,0,0,6/25/2021,0.020065319
Arizona,66659,1536,8389,4514,6/26/2020,0.02304265
Arizona,892711,17914,0,0,6/26/2021,0.020066965
Arizona,70124,1580,8659,4595,6/27/2020,0.022531516
Arizona,893147,17913,0,0,6/27/2021,0.020056049
Arizona,73920,1594,8926,4617,6/28/2020,0.021563853
Arizona,893560,17913,0,0,6/28/2021,0.020046779
Arizona,74545,1598,9179,4634,6/29/2020,0.021436716
Arizona,894106,17930,0,0,6/29/2021,0.020053551
Arizona,79228,1645,9411,4736,6/30/2020,0.020762862
Arizona,894875,17936,0,0,6/30/2021,0.020043023
Arizona,84105,1725,9715,4837,7/1/2020,0.020510077
Arizona,895347,17939,0,0,7/1/2021,0.020035807
Arizona,87445,1764,10137,4916,7/2/2020,0.02017268
Arizona,895873,17961,0,0,7/2/2021,0.020048601
Arizona,91872,1798,10478,5018,7/3/2020,0.019570707
Arizona,896518,17975,0,0,7/3/2021,0.020049793
Arizona,94567,1817,10903,5068,7/4/2020,0.019213891
Arizona,896960,17979,0,0,7/4/2021,0.020044372
Arizona,98103,1825,11361,5161,7/5/2020,0.018602897
Arizona,897010,17979,0,0,7/5/2021,0.020043255
Arizona,101455,1829,11836,5188,7/6/2020,0.018027697
Arizona,897910,18000,0,0,7/6/2021,0.020046553
Arizona,105094,1927,12260,5272,7/7/2020,0.018335966
Arizona,898283,18004,0,0,7/7/2021,0.020042681
Arizona,108614,1963,12803,5387,7/8/2020,0.018073177
Arizona,898908,18003,0,0,7/8/2021,0.020027634
Arizona,112671,2038,13341,5526,7/9/2020,0.018088062
Arizona,899829,18009,0,0,7/9/2021,0.020013803
Arizona,116892,2082,13853,5659,7/10/2020,0.017811313
Arizona,900636,18029,0,0,7/10/2021,0.020018076
Arizona,119930,2151,14394,5750,7/11/2020,0.017935462
Arizona,901439,18033,0,0,7/11/2021,0.020004681
Arizona,122467,2237,14829,5795,7/12/2020,0.018266145
Arizona,901561,18035,0,0,7/12/2021,0.020004193
Arizona,123824,2246,15254,5839,7/13/2020,0.018138648
Arizona,901906,18055,0,0,7/13/2021,0.020018716
Arizona,128097,2337,15678,5942,7/14/2020,0.018243987
Arizona,903851,18076,0,0,7/14/2021,0.019998871
Arizona,131354,2434,16155,6103,7/15/2020,0.018530079
Arizona,904865,18083,0,0,7/15/2021,0.019984197
Arizona,134613,2492,16684,6296,7/16/2020,0.018512328
Arizona,906116,18100,0,0,7/16/2021,0.019975367
Arizona,138523,2583,17184,6402,7/17/2020,0.018646723
Arizona,906116,18100,0,0,7/17/2021,0.019975367
Arizona,141265,2730,17661,6567,7/18/2020,0.019325381
Arizona,908248,18117,0,0,7/18/2021,0.019947195
Arizona,143624,2761,18149,6632,7/19/2020,0.019223807
Arizona,909282,18117,0,0,7/19/2021,0.019924512
Arizona,145183,2784,18518,6698,7/20/2020,0.019175799
Arizona,910436,18117,0,0,7/20/2021,0.019899257
Arizona,148683,2918,18863,6894,7/21/2020,0.019625647
Arizona,911479,18127,0,0,7/21/2021,0.019887458
Arizona,150609,2974,19293,7047,7/22/2020,0.019746496
Arizona,912653,18137,0,0,7/22/2021,0.019872832
Arizona,152944,3063,19737,7236,7/23/2020,0.020026938
Arizona,914132,18144,0,0,7/23/2021,0.019848337
Arizona,156301,3143,20171,7461,7/24/2020,0.020108637
Arizona,915660,18170,0,0,7/24/2021,0.01984361
Arizona,160041,3286,20566,7627,7/25/2020,0.020532239
Arizona,917168,18171,0,0,7/25/2021,0.019812074
Arizona,162014,3305,20978,7706,7/26/2020,0.020399472
Arizona,918609,18171,0,0,7/26/2021,0.019780995
Arizona,163827,3304,21321,7751,7/27/2020,0.020167616
Arizona,920084,18183,0,0,7/27/2021,0.019762326
Arizona,165934,3408,21626,9394,7/28/2020,0.020538286
Arizona,921445,18185,0,0,7/28/2021,0.019735307
Arizona,168273,3454,21994,10060,7/29/2020,0.020526169
Arizona,923204,18200,0,0,7/29/2021,0.019713953
Arizona,170798,3626,22358,11172,7/30/2020,0.021229757
Arizona,925169,18224,0,0,7/30/2021,0.019698023
Arizona,174010,3694,22714,11260,7/31/2020,0.021228665
Arizona,927235,18246,0,0,7/31/2021,0.019677859
Arizona,177002,3747,23064,11346,8/1/2020,0.021169252
Arizona,929541,18251,0,0,8/1/2021,0.019634422
Arizona,178467,3765,23413,11371,8/2/2020,0.021096337
Arizona,931387,18252,0,0,8/2/2021,0.01959658
Arizona,179497,3779,23702,11400,8/3/2020,0.021053277
Arizona,933361,18282,0,0,8/3/2021,0.019587277
Arizona,180505,3845,23944,13294,8/4/2020,0.021301349
Arizona,935647,18289,0,0,8/4/2021,0.019546902
Arizona,182203,3932,24222,13559,8/5/2020,0.021580325
Arizona,937936,18300,0,0,8/5/2021,0.019510926
Arizona,183656,4002,24531,14068,8/6/2020,0.021790739
Arizona,940762,18342,0,0,8/6/2021,0.019496961
Arizona,185053,4081,24815,19241,8/7/2020,0.022053142
Arizona,943415,18376,0,0,8/7/2021,0.019478172
Arizona,186107,4137,25163,19244,8/8/2020,0.022229148
Arizona,946054,18388,0,0,8/8/2021,0.019436523
Arizona,186923,4150,25527,19268,8/9/2020,0.022201655
Arizona,948245,18388,0,0,8/9/2021,0.019391613
Arizona,187523,4154,25848,19277,8/10/2020,0.022151949
Arizona,950827,18400,0,0,8/10/2021,0.019351575
Arizona,188737,4199,26102,19292,8/11/2020,0.02224789
Arizona,952797,18406,0,0,8/11/2021,0.019317861
Arizona,189443,4347,26418,19821,8/12/2020,0.022946216
Arizona,955767,18412,0,0,8/12/2021,0.019264109
Arizona,190794,4383,26736,20503,8/13/2020,0.022972421
Arizona,958992,18435,0,0,8/13/2021,0.019223309
Arizona,191721,4423,27029,20515,8/14/2020,0.023069982
Arizona,962410,18462,0,0,8/14/2021,0.019183092
Arizona,192654,4492,27339,20795,8/15/2020,0.023316412
Arizona,965462,18464,0,0,8/15/2021,0.019124523
Arizona,193537,4506,27582,20755,8/16/2020,0.02328237
Arizona,967862,18464,0,0,8/16/2021,0.0190771
Arizona,194005,4506,27800,20756,8/17/2020,0.023226206
Arizona,970523,18467,0,0,8/17/2021,0.019027885
Arizona,194920,4529,28027,20878,8/18/2020,0.023235173
Arizona,972925,18504,0,0,8/18/2021,0.019018938
Arizona,195557,4634,28233,21020,8/19/2020,0.023696416
Arizona,976471,18508,0,0,8/19/2021,0.018953968
Arizona,196280,4684,28471,21143,8/20/2020,0.023863868
Arizona,979580,18561,0,0,8/20/2021,0.018947916
Arizona,196899,4688,28731,21210,8/21/2020,0.023809161
Arizona,982775,18597,0,0,8/21/2021,0.018922948
Arizona,197895,4756,28932,21271,8/22/2020,0.024032947
Arizona,986082,18600,0,0,8/22/2021,0.018862529
Arizona,198103,4771,29147,21241,8/23/2020,0.024083431
Arizona,988714,18600,0,0,8/23/2021,0.018812316
Arizona,198414,4771,29341,21219,8/24/2020,0.024045682
Arizona,991309,18638,0,0,8/24/2021,0.018801403
Arizona,199273,4792,29526,21365,8/25/2020,0.024047412
Arizona,991309,18638,0,0,8/25/2021,0.018801403
Arizona,199459,4896,29734,21376,8/26/2020,0.024546398
Arizona,998164,18661,0,0,8/26/2021,0.018695325
Arizona,200139,4929,29939,21426,8/27/2020,0.024627884
Arizona,1001871,18724,0,0,8/27/2021,0.018689033
Arizona,200658,4978,30123,0,8/28/2020,0.02480838
Arizona,1005764,18779,0,0,8/28/2021,0.018671378
Arizona,201287,5007,30331,0,8/29/2020,0.02487493
Arizona,1007854,18787,0,0,8/29/2021,0.018640597
Arizona,201661,5030,30539,0,8/30/2020,0.02494285
Arizona,1011101,18787,0,0,8/30/2021,0.018580735
Arizona,201835,5029,30682,0,8/31/2020,0.024916392
Arizona,1011923,18786,0,0,8/31/2021,0.018564654
Arizona,202342,5044,30841,0,9/1/2020,0.024928092
Arizona,1016663,18853,0,0,9/1/2021,0.018544001
Arizona,202861,5065,31021,0,9/2/2020,0.024967835
Arizona,1020133,18879,0,0,9/2/2021,0.01850641
Arizona,203953,5130,31201,0,9/3/2020,0.025152854
Arizona,1023935,18959,0,0,9/3/2021,0.018515824
