nc101_code	D2_01	D2_02	D2_03	W12_01	W12_02	W12_03	w20_01	w20_02	w20_03	w20_04	w20_05
NC101_02339	1126	212	100	165	384	250	132	342	499	517	195
NC101_02340	1082	212	96	174	599	303	145	378	584	803	218
NC101_02341	2041	678	165	419	522	445	340	628	678	809	151
NC101_02342	258	106	24	131	429	180	250	256	706	575	394
NC101_02343	90	28	23	49	227	111	514	225	620	514	233
NC101_02344	34	23	5	18	98	35	242	106	277	227	103
NC101_02345	512	178	80	503	1211	495	466	303	1138	831	519
NC101_02346	175	49	24	108	592	181	191	102	455	389	100
NC101_02347	188	37	24	108	578	172	155	95	379	358	118
NC101_02348	123	15	17	64	503	152	130	68	313	304	118
NC101_02349	8	5	2	15	83	18	52	23	65	97	419
NC101_02350	30	0	3	16	123	29	46	29	163	124	131
NC101_02351	260	51	21	179	349	268	88	86	372	199	28
NC101_02352	25	5	2	7	86	21	119	46	179	119	49
NC101_02353	7	9	3	12	22	20	26	14	13	34	24
NC101_02354	40	11	4	15	74	31	102	44	259	133	8
NC101_02355	227	77	24	75	290	193	166	60	147	77	63
NC101_02356	212	93	37	105	412	234	160	69	133	89	61
NC101_02357	373	28	33	184	949	457	1577	474	689	693	197
NC101_02358	235	10	33	65	534	225	550	177	387	321	63
NC101_02359	305	45	43	351	2297	578	3699	1052	1198	1598	396
NC101_02360	176	23	33	174	970	369	2157	730	469	662	256
NC101_02361	408	49	58	220	1548	591	2279	908	646	841	187
NC101_02362	439	56	85	363	2171	720	2667	1040	588	926	281
NC101_02363	308	36	50	303	1384	616	1606	621	355	390	155
NC101_02364	78	2	7	18	138	75	130	65	313	251	25
NC101_02365	56	8	6	6	108	43	97	67	217	234	10
NC101_02366	24	2	4	0	60	22	57	56	173	175	10
NC101_02367	38	2	13	8	58	34	184	121	370	267	26
NC101_02368	153	22	16	48	291	177	236	243	568	609	24
NC101_02369	66	16	8	32	74	41	60	27	94	53	17
NC101_02370	108	33	11	54	153	97	82	45	188	123	15
NC101_02371	150	22	22	34	197	90	138	84	308	192	41
NC101_02372	12	14	2	9	20	13	22	4	18	16	3
NC101_02373	12	2	2	2	8	4	14	2	10	1	2
NC101_02374	23	2	0	2	12	7	15	6	4	5	12
NC101_02375	18	11	6	4	16	16	35	8	13	11	8
NC101_02376	22	1	2	5	13	12	16	5	10	9	11
NC101_02377	74	18	4	15	34	20	51	19	40	18	21
NC101_02378	16	9	0	3	24	16	21	9	15	17	22
NC101_02379	4	9	2	3	11	12	6	4	5	11	19
NC101_02380	0	0	0	0	0	2	5	2	5	2	4
NC101_02381	0	0	0	5	24	12	11	6	18	11	5
NC101_02382	9	0	0	6	16	5	20	10	20	13	27
NC101_02383	4	3	2	7	34	6	38	19	39	38	29
NC101_02384	38	12	4	27	98	39	104	52	165	127	44
NC101_02385	88	34	7	49	523	116	426	238	596	552	72
NC101_02386	6	5	1	1	52	14	39	13	52	37	18
NC101_02387	43	18	6	31	208	62	192	97	265	247	33
NC101_02388	32	3	5	22	179	40	195	111	319	250	34
NC101_02389	20	7	3	9	73	36	83	43	154	148	38
NC101_02390	27	19	1	22	50	34	19	19	68	46	27
NC101_02391	25	19	5	15	69	23	580	28	126	803	46
NC101_02392	5	2	0	9	19	25	37	12	88	85	19
NC101_02393	30	5	2	24	58	37	34	29	82	82	15
NC101_02394	402	94	37	91	181	136	182	143	287	245	16
NC101_02395	759	164	84	282	552	401	511	377	800	716	63
NC101_02396	77	21	5	39	339	86	117	43	113	103	38
NC101_02397	31	16	3	25	134	31	50	28	51	67	47
NC101_02398	40	7	6	20	95	16	82	69	130	132	46
NC101_02399	86	19	5	24	107	37	265	406	271	459	59
NC101_02400	117	73	26	90	465	177	2390	1145	1537	2195	1375
NC101_02401	678	350	113	1090	2704	1507	3825	2423	4155	4100	1664
NC101_02402	708	202	106	396	1485	583	3592	2259	4691	4945	1245
NC101_02403	717	173	104	261	1133	388	2847	1401	3648	3089	727
NC101_02404	60	4	8	22	165	39	542	273	584	630	768
NC101_02405	24	4	0	16	89	26	236	150	245	302	322
NC101_02406	410	156	78	286	1341	384	4031	2047	3586	4171	3695
NC101_02407	205	73	47	101	523	137	1463	767	1521	1936	1555
NC101_02408	59	36	14	53	292	103	439	276	640	830	459
NC101_02410	69	21	13	53	157	97	867	1624	2464	2631	268
NC101_02411	56	6	16	68	64	72	49	24	84	87	199
NC101_02413	198	76	28	159	826	236	1332	587	1832	1558	189
NC101_02414	164	38	18	60	450	91	532	301	768	681	254
NC101_02415	16	1	1	13	93	17	163	69	160	205	125
NC101_02416	1106	397	132	387	2254	672	3531	2074	4172	4325	1644
NC101_02417	221	62	30	239	899	410	1081	621	1459	1468	550
NC101_02418	153	59	35	154	535	218	1438	739	1733	1210	187
NC101_02419	42	13	13	31	266	31	395	185	477	427	50
NC101_02420	29	12	3	14	107	19	166	93	208	233	132
NC101_02421	121	46	11	53	214	98	601	325	582	580	100
NC101_02422	24	17	5	31	109	31	364	146	362	424	88
NC101_02423	581	217	95	351	1721	509	4018	1990	5476	4471	513
NC101_02424	87	10	9	33	366	153	377	258	703	613	86
NC101_02425	4	2	1	7	26	18	19	6	56	27	9
NC101_02426	51	13	9	23	326	52	521	275	733	667	94
NC101_02427	15	6	3	6	48	7	111	51	159	134	22
NC101_02428	30	0	4	14	56	20	86	38	99	104	18
NC101_02429	129	20	15	47	213	69	250	127	413	437	47
NC101_02430	53	13	5	23	106	40	162	99	266	300	62
NC101_02431	34	12	1	10	83	15	90	79	207	215	34
NC101_02432	64	12	11	51	147	78	223	167	475	415	39
NC101_02433	47	17	12	51	190	46	216	84	315	232	133
NC101_02434	227	77	39	248	307	212	392	239	629	486	195
NC101_02435	49	13	0	47	188	61	181	87	317	268	111
NC101_02436	57	21	17	67	301	61	234	126	328	318	168
NC101_02437	60	17	11	56	295	88	244	135	349	287	160
NC101_02438	53	5	10	15	245	52	176	142	214	223	130
NC101_02439	321	69	45	108	915	252	931	478	1344	1209	514
NC101_02440	530	112	116	103	525	250	488	327	736	589	156
NC101_02441	31	5	4	15	243	43	271	169	345	374	99
NC101_02442	36	14	4	32	266	45	276	173	382	457	223
NC101_02443	20	7	7	13	72	25	105	52	147	139	107
NC101_02444	165	47	22	79	362	161	418	93	434	308	228
NC101_02445	16	17	4	12	123	23	69	57	174	148	195
NC101_02446	117	23	17	90	312	140	217	119	450	349	376
NC101_02447	259	43	36	125	444	246	465	375	1114	769	145
NC101_02448	42	5	2	11	82	29	114	172	287	223	46
NC101_02449	46	16	2	19	133	48	339	668	671	813	263
NC101_02450	34	4	3	7	65	42	102	155	235	362	90
NC101_02451	86	42	6	42	115	75	59	58	162	103	126
NC101_02452	28	24	2	10	73	21	25	36	59	47	75
NC101_02453	26	31	2	13	36	15	42	23	46	34	48
NC101_02454	154	84	4	34	101	61	77	58	126	77	147
NC101_02455	47	128	0	17	92	22	58	49	147	79	164
NC101_02456	44	14	5	21	160	50	161	96	240	286	142
NC101_02457	89	21	27	48	478	110	643	306	888	795	190
NC101_02458	165	62	18	85	532	126	770	453	1034	1176	271
NC101_02459	239	48	17	52	483	118	1649	783	1820	1813	109
NC101_02460	332	127	48	151	1071	254	3673	1738	3865	3564	470
NC101_02461	76	35	24	49	183	81	374	196	530	456	196
NC101_02462	301	86	57	109	471	210	568	328	1064	802	115
NC101_02463	130	31	16	74	324	93	190	158	475	340	263
NC101_02464	97	34	12	63	268	140	224	113	382	318	145
NC101_02465	703	91	104	110	698	344	1264	1009	3841	2889	153
NC101_02466	240	48	28	85	265	145	331	161	752	424	142
NC101_02467	1086	410	348	730	387	816	288	515	1914	2050	2002
NC101_02468	102	33	18	124	109	122	28	38	166	90	184
NC101_02469	42	8	5	25	46	25	39	27	120	93	821
NC101_02470	4	2	4	7	13	23	20	14	62	62	172
NC101_02471	18	8	7	26	38	45	23	23	79	69	89
NC101_02472	56	20	16	32	146	62	78	66	191	188	339
NC101_02473	139	46	22	131	551	221	494	321	948	810	314
NC101_02474	55	30	2	72	520	154	496	309	829	705	530
NC101_02475	66	19	6	41	308	106	384	224	505	558	178
NC101_02476	23	6	2	32	145	41	138	60	212	147	66
NC101_02477	13	6	4	20	141	38	111	73	173	154	60
NC101_02478	23	4	1	13	141	20	274	110	306	320	118
NC101_02479	77	34	1	49	418	68	574	279	701	732	156
NC101_02480	105	38	19	90	458	155	221	134	473	308	230
NC101_02481	78	22	11	69	268	82	156	103	278	236	72
NC101_02482	18	5	2	19	106	34	81	56	132	93	79
NC101_02483	135	25	11	40	372	104	778	439	835	797	122
NC101_02484	401	62	22	84	860	217	1911	972	1908	1906	238
NC101_02485	15	2	4	18	63	51	37	22	69	28	27
NC101_02486	2	0	0	0	13	14	5	2	6	8	17
NC101_02487	0	0	0	0	9	14	0	2	8	1	42
NC101_02488	0	2	2	2	15	9	0	2	6	6	34
NC101_02489	6	3	0	8	32	16	8	2	19	10	8
NC101_02490	2	2	0	3	14	14	13	3	11	13	23
NC101_02491	27	8	4	17	104	31	68	39	155	99	32
NC101_02492	89	20	9	37	201	80	110	72	205	119	9
NC101_02493	1	0	0	0	10	0	22	5	17	13	0
NC101_02494	13	2	0	16	32	20	98	20	115	97	4
NC101_02495	11	16	5	23	91	36	129	61	176	147	7
NC101_02496	71	35	4	49	351	89	1574	468	1062	1089	124
NC101_02497	56	11	6	7	107	31	531	152	364	389	42
NC101_02498	14	6	1	8	15	11	60	15	52	53	6
NC101_02499	0	0	0	0	0	1	4	3	2	3	0
NC101_02500	2	2	0	0	2	2	8	0	8	6	4
NC101_02501	15	1	0	6	24	5	2	6	17	11	6
NC101_02502	31	15	2	31	61	36	38	41	92	72	23
NC101_02503	0	0	2	0	2	0	0	0	4	2	2
NC101_02504	32	11	16	2	28	20	14	14	82	123	5
NC101_02505	35	10	4	6	53	26	24	24	79	46	9
NC101_02506	7	3	0	17	28	8	17	10	33	15	25
NC101_02507	4	0	0	4	10	9	7	10	17	7	18
NC101_02508	28	6	2	0	15	14	16	1	35	15	11
NC101_02509	3	0	1	5	16	10	21	15	35	33	10
NC101_02510	12	4	1	12	35	11	16	11	29	25	7
NC101_02511	12	5	4	5	40	17	40	11	49	51	15
NC101_02512	6	7	2	6	51	9	29	16	42	32	7
NC101_02513	8	6	1	2	21	3	13	4	13	17	4
NC101_02514	13	5	0	3	25	10	33	12	18	28	9
NC101_02515	70	22	6	46	60	48	275	238	599	494	51
NC101_02516	4	0	0	2	20	4	11	14	42	45	17
NC101_02517	146	34	26	64	584	135	578	342	816	819	117
NC101_02518	175	21	16	86	423	168	596	374	825	679	109
NC101_02519	14	11	0	10	40	13	51	27	58	57	25
NC101_02520	288	105	34	89	332	150	139	78	293	212	38
NC101_02521	59	8	5	20	140	50	269	103	422	273	43
NC101_02522	66	4	6	13	71	31	64	68	185	148	37
NC101_02523	3645	1325	675	1038	1241	1580	1305	1065	1846	2021	320
NC101_02524	107	15	11	18	82	57	69	44	139	139	56
NC101_02525	53	19	8	29	91	46	69	30	146	103	159
NC101_02526	144	17	12	62	214	84	411	189	553	476	271
NC101_02527	2	6	0	9	34	4	50	33	114	109	168
NC101_02528	54	14	2	13	68	34	86	75	220	226	286
NC101_02529	505	155	71	312	722	393	709	469	1027	1010	250
NC101_02530	979	387	96	312	853	429	1033	774	1530	1659	490
NC101_02531	91	43	12	53	538	102	571	397	698	802	343
NC101_02532	4	11	7	8	97	13	84	52	104	140	102
NC101_02533	67	32	9	40	363	65	734	300	851	872	395
NC101_02534	28	8	3	8	142	19	338	168	401	402	148
NC101_02535	45	26	11	78	290	133	227	96	305	302	110
NC101_02536	32	25	1	50	282	61	317	164	285	370	177
NC101_02537	12	2	2	15	116	19	116	62	141	167	122
NC101_02538	33	3	2	14	165	28	154	82	227	212	104
NC101_02539	46	7	6	8	117	31	135	49	155	141	49
NC101_02540	7	6	0	11	62	14	92	49	156	108	20
NC101_02541	24	5	0	4	60	5	53	25	83	72	39
NC101_02542	48	12	5	18	120	47	95	51	202	186	40
NC101_02543	12	9	0	6	58	11	96	20	103	112	23
NC101_02544	19	15	1	24	60	21	142	34	183	178	94
NC101_02545	162	48	13	37	280	115	2039	926	2503	2466	297
NC101_02546	40	20	0	35	167	60	170	79	223	182	144
NC101_02547	11	15	7	18	152	32	108	75	136	152	109
NC101_02548	13	10	4	16	157	31	125	85	170	148	235
NC101_02549	81	11	8	38	131	47	199	92	342	186	104
NC101_02550	44	4	0	20	187	50	143	49	110	79	211
NC101_02551	299	73	45	117	969	198	2365	1361	3750	3308	215
NC101_02552	74	21	0	34	110	53	84	70	125	129	80
NC101_02553	44	3	0	15	43	24	40	9	53	42	95
NC101_02554	10	0	1	0	16	2	2	4	10	6	36
NC101_02555	20	2	1	14	20	13	12	17	17	35	51
NC101_02556	5	0	0	5	6	0	0	0	6	2	27
NC101_02557	2	3	0	1	17	4	14	1	6	13	17
NC101_02558	11	6	2	3	26	14	9	6	21	14	43
NC101_02559	37	0	4	38	124	35	28	11	99	58	8
NC101_02560	10	0	2	18	80	26	85	62	147	121	30
NC101_02561	53	24	13	96	671	107	52	60	203	198	94
NC101_02562	0	0	0	2	15	8	14	3	17	19	30
NC101_02563	35	41	3	65	328	114	916	271	869	876	102
NC101_02564	82	23	7	75	289	145	415	218	549	630	421
NC101_02565	37	17	12	20	132	43	564	265	297	433	430
NC101_02566	97	21	15	19	313	67	1377	672	679	963	1091
NC101_02567	67	15	9	24	204	60	609	321	320	460	392
NC101_02568	98	23	14	28	213	63	619	260	309	413	369
NC101_02569	14	8	0	9	91	16	314	118	93	190	274
NC101_02570	45	9	4	23	267	33	789	298	378	491	615
NC101_02571	6	1	4	5	59	10	243	114	118	162	137
NC101_02572	46	10	3	11	89	32	174	129	210	212	84
NC101_02573	74	10	15	17	213	64	331	263	411	624	156
NC101_02574	47	6	9	13	170	40	411	224	310	431	146
NC101_02575	161	31	39	71	501	145	505	256	865	696	48
NC101_02576	395	102	43	158	870	356	635	464	1370	1005	142
NC101_02577	32	9	0	16	131	37	105	100	254	201	63
NC101_02578	24	10	14	8	34	24	684	220	1262	864	33
NC101_02579	44	31	3	18	159	44	622	221	579	552	36
NC101_02580	214	102	24	193	796	286	936	613	1342	1291	111
NC101_02581	222	63	26	151	661	212	995	551	1173	1104	144
NC101_02582	103	38	19	72	593	120	982	581	1282	1351	126
NC101_02583	41	11	2	19	183	28	372	237	460	491	85
NC101_02584	215	79	23	123	575	165	906	552	1244	1128	81
NC101_02585	52	19	9	25	219	49	504	198	505	557	112
NC101_02586	1	0	2	2	18	5	57	36	46	64	25
NC101_02587	9	8	3	15	18	22	18	11	36	24	95
NC101_02588	63	19	3	27	98	46	73	27	106	68	36
NC101_02589	203	78	19	222	669	298	345	226	612	447	332
NC101_02590	80	26	10	65	330	109	342	175	403	466	191
NC101_02591	33	23	0	17	168	51	794	272	678	745	164
NC101_02592	76	27	8	22	265	56	1362	579	1365	1368	193
NC101_02593	25	3	8	6	7	15	14	6	28	32	46
NC101_02594	2	2	5	1	3	4	0	3	6	8	35
NC101_02595	70	39	15	92	224	103	217	154	268	275	45
NC101_02596	0	0	0	1	1	0	1	0	0	0	5
NC101_02597	24	6	4	20	57	20	60	19	58	70	117
NC101_02598	82	25	8	43	342	54	315	198	406	387	96
NC101_02599	271	64	34	144	644	245	604	441	784	828	232
NC101_02600	14	8	5	8	79	16	514	213	648	654	47
NC101_02601	32	18	4	13	78	39	1011	542	1297	1435	80
NC101_02602	52	32	10	53	203	73	499	148	591	486	29
NC101_02603	45	9	3	10	87	47	198	56	266	292	41
NC101_02604	36	19	6	30	254	71	309	168	285	423	86
NC101_02605	33	7	4	18	147	40	145	87	201	206	39
NC101_02606	143	27	21	64	406	78	320	167	473	368	135
NC101_02607	86	15	4	42	201	80	137	91	207	189	70
NC101_02608	66	13	2	25	184	40	395	223	435	369	72
NC101_02609	27	4	2	18	149	26	135	117	225	219	67
NC101_02610	191	60	32	83	839	176	913	591	1481	1295	254
NC101_02611	201	92	11	50	596	122	690	460	1113	967	166
NC101_02612	15	5	3	14	51	13	285	161	330	348	75
NC101_02613	101	26	20	67	241	119	674	481	949	1016	152
NC101_02614	133	57	17	114	262	179	163	97	300	239	136
NC101_02615	49	14	0	32	205	59	134	98	241	237	289
NC101_02616	52	13	10	45	164	83	62	57	146	115	76
NC101_02617	86	32	11	93	124	114	41	42	104	82	42
NC101_02618	95	30	11	83	197	131	151	107	270	191	98
NC101_02619	14	6	0	18	59	27	58	41	104	75	31
NC101_02620	48	12	6	27	150	42	131	72	207	233	192
NC101_02621	57	33	12	80	274	100	265	136	256	253	205
NC101_02622	110	49	6	26	180	66	106	70	116	109	209
NC101_02623	10	5	1	13	74	24	90	64	112	113	151
NC101_02624	49	20	5	23	105	25	141	46	185	145	306
NC101_02625	132	37	17	49	465	52	195	75	339	453	745
NC101_02626	110	41	18	82	465	89	218	99	269	383	543
NC101_02627	714	194	91	186	1315	411	912	570	1763	1418	154
NC101_02628	25	7	4	19	45	46	64	27	19	23	10
NC101_02629	69	10	10	24	56	68	256	63	63	122	9
NC101_02630	82	20	8	19	74	74	239	74	59	133	14
NC101_02631	69	6	3	15	69	85	245	57	62	96	22
NC101_02632	100	8	14	33	74	86	367	60	124	167	18
NC101_02633	141	11	8	26	62	95	211	65	165	195	14
NC101_02634	44	6	0	9	18	25	128	36	31	74	7
NC101_02635	94	6	3	18	93	61	526	86	117	279	30
NC101_02636	32	3	0	0	32	18	166	30	47	87	12
NC101_02637	82	5	2	20	50	46	323	71	84	163	35
NC101_02638	84	4	4	7	44	43	217	51	70	138	32
NC101_02639	43	7	0	3	46	48	173	44	57	121	22
NC101_02640	119	5	10	18	128	58	281	84	73	235	48
NC101_02641	65	2	2	8	67	34	114	53	48	147	45
NC101_02642	67	6	4	7	51	33	112	44	71	135	54
NC101_02643	83	8	2	18	50	54	98	20	56	85	32
NC101_02644	81	9	2	20	81	71	150	46	63	111	143
NC101_02645	27	3	4	19	97	33	175	102	151	167	110
NC101_02646	29	22	10	26	209	59	249	172	356	439	283
NC101_02647	6	4	3	5	67	16	33	30	86	61	2
NC101_02648	4	3	0	2	25	1	25	12	41	42	10
NC101_02649	27	16	5	21	99	55	117	71	268	227	42
NC101_02650	87	24	7	36	322	76	369	178	520	550	36
NC101_02651	39	9	1	17	63	50	61	46	89	65	12
NC101_02652	27	8	0	16	89	45	44	42	124	71	14
NC101_02653	807	325	93	188	376	338	731	473	1414	940	39
NC101_02654	12	7	0	3	13	14	84	17	64	28	16
NC101_02655	2	0	0	0	5	3	26	13	19	11	6
NC101_02656	9	5	0	4	6	6	31	8	30	25	17
NC101_02657	8	8	2	3	19	10	59	17	33	33	30
NC101_02658	11	5	0	11	68	15	101	38	127	76	13
NC101_02659	13	14	1	7	30	9	33	10	48	52	16
NC101_02660	38	8	2	14	185	40	88	70	170	138	50
NC101_02661	1295	423	170	672	1433	817	905	680	1688	1418	147
NC101_02662	1798	559	309	979	3233	1285	1920	1454	3372	2825	468
NC101_02663	473	96	56	126	709	238	431	263	718	588	67
NC101_02664	61	11	13	26	279	71	444	186	495	434	75
NC101_02665	90	41	9	50	182	114	213	121	284	216	21
NC101_02666	493	110	49	202	910	319	771	500	1358	968	217
NC101_02667	70	22	3	35	209	62	232	102	330	357	75
NC101_02668	9	3	2	0	10	1	13	10	23	10	14
NC101_02669	60	12	9	43	65	67	87	45	187	131	44
NC101_02670	19	8	5	13	69	26	27	33	70	47	41
NC101_02671	12	9	4	9	26	8	15	9	32	10	46
NC101_02672	2	0	0	0	5	2	10	7	6	5	31
NC101_02673	42	3	4	30	56	46	58	37	73	55	77
NC101_02674	9	4	0	4	25	11	25	12	19	33	110
NC101_02675	124	48	24	61	638	111	721	307	883	990	133
NC101_02676	86	35	9	50	238	103	256	223	461	327	78
NC101_02677	78	38	17	72	282	146	283	204	544	397	70
NC101_02680	198	39	14	94	199	113	244	167	376	273	441
NC101_02681	586	100	44	123	528	175	370	159	461	344	57
NC101_02682	92	95	29	207	164	236	172	126	444	443	2344
NC101_02683	193	52	18	70	121	77	196	108	306	316	826
NC101_02684	26	12	2	20	71	27	48	23	133	95	1954
NC101_02685	115	42	10	44	245	100	139	76	268	194	1363
NC101_02686	3	0	0	3	1	5	0	0	9	6	184
NC101_02687	10	4	3	4	13	6	7	9	19	22	260
NC101_02688	7	1	0	2	2	9	8	0	23	22	213
NC101_02689	4	0	0	2	2	4	1	0	7	7	160
NC101_02690	19	8	0	8	37	21	30	20	46	38	578
NC101_02691	12	6	1	17	116	38	63	35	124	74	172
NC101_02692	39	15	1	36	126	51	104	42	103	120	223
NC101_02693	53	14	7	37	138	63	101	54	151	114	377
NC101_02694	185	52	23	70	217	129	415	337	695	638	118
NC101_02695	95	43	21	76	379	124	366	385	756	1085	112
NC101_02696	173	58	26	192	179	254	70	57	285	140	8
NC101_02697	7	6	0	19	31	30	7	9	24	31	38
NC101_02698	3	2	4	0	2	0	7	6	10	102	114
NC101_02699	1	2	1	0	7	0	4	7	6	53	45
NC101_02700	12	0	0	0	11	6	7	5	21	65	84
NC101_02701	0	1	0	0	2	0	0	1	2	28	28
NC101_02702	9	9	2	13	27	8	3	11	23	23	66
NC101_02703	11	4	2	19	259	37	391	318	672	1110	655
NC101_02704	8	6	6	41	345	67	230	180	478	709	312
NC101_02705	4	1	0	4	7	0	2	6	4	41	317
NC101_02706	4	3	0	0	4	2	10	5	9	40	298
NC101_02707	56	4	0	18	41	32	54	14	34	38	121
NC101_02708	51	10	0	15	37	13	14	19	35	27	72
NC101_02709	80	35	6	35	82	71	36	20	59	18	40
NC101_02711	18	1	3	20	70	16	52	37	76	73	50
NC101_02712	204	36	20	101	247	149	183	106	400	339	16
NC101_02713	54	20	16	24	86	70	302	261	2310	918	13
NC101_02714	343	95	61	190	667	342	636	438	985	983	67
NC101_02715	48	34	19	21	26	43	136	149	944	514	108
NC101_02716	100	25	14	59	155	122	312	329	1856	1055	374
NC101_02717	344	102	30	156	348	168	608	326	1095	821	186
NC101_02718	7	0	0	0	14	1	3	2	10	9	30
NC101_02719	26	9	0	16	48	26	33	33	58	38	44
NC101_02720	2	0	0	2	17	3	9	0	14	15	22
NC101_02721	1	0	0	1	3	0	3	4	2	6	18
NC101_02722	0	1	0	1	5	4	1	0	2	7	9
NC101_02723	0	1	0	0	4	3	3	2	5	11	14
NC101_02724	54	30	3	66	167	91	58	61	171	121	50
NC101_02725	121	26	17	61	151	108	210	119	365	282	28
NC101_02726	44	15	2	22	179	45	310	127	354	289	49
NC101_02727	34	9	2	9	102	22	168	85	252	213	27
NC101_02728	32	8	1	7	72	42	114	53	134	110	32
NC101_02729	38	5	2	12	107	36	151	72	146	171	27
NC101_02730	34	9	5	28	96	29	130	79	146	162	26
NC101_02731	20	7	0	6	57	23	97	75	145	133	12
NC101_02732	41	21	3	27	158	61	200	84	190	162	106
NC101_02733	200	45	12	71	494	90	1423	606	635	773	178
NC101_02734	10	3	0	4	25	13	61	19	81	54	15
NC101_02735	14	2	6	11	52	20	110	59	148	131	14
NC101_02736	78	14	4	26	217	66	257	157	426	356	65
NC101_02737	26	8	4	15	150	43	195	125	250	270	50
NC101_02738	16	5	5	17	84	10	166	96	192	215	24
NC101_02739	25	16	0	15	61	17	183	108	204	238	46
NC101_02740	98	27	13	38	387	72	799	322	963	848	39
NC101_02741	160	21	6	49	174	103	213	113	354	265	64
NC101_02742	133	30	17	45	188	102	211	105	309	260	60
NC101_02743	35	9	3	28	70	20	626	320	996	836	117
NC101_02744	77	25	10	25	165	60	1247	555	1690	1521	426
NC101_02745	20	9	6	16	107	40	138	77	203	192	183
NC101_02746	73	16	15	58	263	107	277	218	741	490	179
NC101_02747	114	17	12	45	91	72	562	458	1222	812	284
NC101_02748	30	4	3	13	26	34	181	134	312	289	158
NC101_02749	15	8	3	7	24	16	114	132	218	219	211
NC101_02750	6	1	0	3	13	4	81	101	180	179	111
NC101_02751	11	4	2	7	40	12	38	37	75	70	171
NC101_02752	383	109	52	132	245	265	208	176	498	367	116
NC101_02753	34	15	4	34	91	22	74	33	102	106	45
NC101_02754	19	9	2	31	53	45	28	10	51	39	100
NC101_02755	36	11	3	18	64	45	31	44	97	76	65
NC101_02756	28	9	0	2	101	29	88	39	129	112	77
NC101_02757	87	22	13	32	186	44	171	77	292	247	39
NC101_02758	54	19	4	16	147	62	107	57	164	146	81
NC101_02759	230	80	27	121	1511	222	1318	812	1182	1388	370
NC101_02760	298	98	29	163	1279	298	1354	761	1133	1253	349
NC101_02761	238	163	28	191	256	152	347	169	367	364	189
NC101_02762	102	13	13	41	302	76	250	161	350	341	76
NC101_02763	108	12	10	9	180	59	124	86	234	190	49
NC101_02764	279	98	38	138	309	272	502	321	853	696	111
NC101_02765	21	11	1	15	103	43	117	76	138	158	78
NC101_02766	184	48	21	81	511	225	245	241	569	394	259
NC101_02767	205	75	24	73	134	129	466	244	510	449	320
NC101_02768	14	9	2	20	39	22	103	80	241	171	59
NC101_02769	47	36	14	64	364	130	468	316	779	769	280
NC101_02770	70	37	7	50	336	81	545	289	719	784	369
NC101_02771	123	44	16	65	739	136	1151	705	1562	1855	865
NC101_02772	25	14	5	14	193	26	287	166	411	462	228
NC101_02773	40	15	8	19	364	53	421	330	656	782	415
NC101_02774	139	85	20	120	1203	260	1343	928	2203	2515	1292
NC101_02775	45	18	4	24	298	64	304	237	635	683	334
NC101_02776	21	15	5	23	167	45	217	108	344	408	175
NC101_02777	41	10	0	17	214	48	221	150	420	403	211
NC101_02778	7	0	0	4	54	13	44	49	110	84	68
NC101_02779	93	56	13	45	716	177	521	433	1222	1162	740
NC101_02780	119	42	7	54	500	118	431	300	1059	1008	819
NC101_02781	210	52	7	26	479	93	346	211	849	735	439
NC101_02782	9	0	2	4	36	11	17	6	17	15	45
NC101_02783	0	0	0	0	2	0	2	1	0	0	70
NC101_02784	28	10	0	21	57	22	32	23	54	54	146
NC101_02785	8	8	2	14	54	13	68	30	98	86	62
NC101_02786	2	5	2	1	25	17	19	8	67	24	14
NC101_02787	206	65	21	110	1019	198	261	98	840	583	32
NC101_02788	70	25	4	35	398	86	252	111	417	361	139
NC101_02789	18	24	2	12	234	35	181	96	210	232	110
NC101_02790	20	7	1	11	68	9	71	31	89	87	38
NC101_02791	29	6	2	31	135	22	144	74	177	177	40
NC101_02792	18	3	0	8	79	9	98	58	103	105	46
NC101_02793	28	6	5	21	98	24	104	61	147	113	103
NC101_02794	14	7	5	11	38	17	139	72	207	111	66
NC101_02795	0	1	0	4	28	7	43	10	46	24	38
NC101_02796	2	1	0	5	31	8	9	4	8	24	14
NC101_02797	57	24	14	70	97	87	33	42	168	111	227
NC101_02798	3	4	2	9	25	8	26	17	49	46	97
NC101_02799	9	10	0	9	54	22	59	45	153	167	457
NC101_02800	2	3	2	3	17	15	22	14	85	89	298
NC101_02801	6	6	3	6	73	17	45	48	237	192	393
NC101_02802	0	0	0	0	13	5	13	15	45	15	41
NC101_02803	8	2	4	14	94	26	91	105	317	152	19
NC101_02804	3	3	4	2	35	16	92	26	136	117	24
NC101_02805	47	13	8	29	124	50	106	92	280	230	37
NC101_02806	21	0	3	5	12	6	12	4	17	16	9
NC101_02807	75	14	5	12	61	24	13	24	58	41	22
NC101_02808	19	2	0	4	18	3	11	8	33	32	24
NC101_02809	19	7	6	11	27	15	20	19	33	26	5
NC101_02810	16	3	3	4	22	19	33	10	42	16	3
NC101_02811	21	7	0	21	77	24	40	26	59	68	7
NC101_02812	8	7	2	17	80	24	40	19	44	54	7
NC101_02813	11	13	2	7	75	70	71	15	62	84	10
NC101_02814	11	14	2	12	120	157	85	39	78	126	16
NC101_02815	77	44	12	47	319	229	189	74	125	115	30
NC101_02816	179	61	21	57	393	232	203	116	340	223	27
