iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
USA,North America,United States,2020-08-17,5455560.0,37851.0,51270.286,170355.0,469.0,1011.571,16387.242,113.696,154.004,511.707,1.409,3.039,0.87,11967.0,35.946,39032.0,117.243,0.0,0.0,32163.0,96.61,79648705.0,677073.0,239.246,2.034,842629.0,2.531,0.063,15.9,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-08-18,5500463.0,44903.0,49548.429,171580.0,1225.0,1029.857,16522.121,134.878,148.832,515.387,3.68,3.093,0.86,11958.0,35.919,38897.0,116.838,0.0,0.0,32112.0,96.457,80544467.0,895762.0,241.937,2.691,840663.0,2.525,0.061,16.4,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-08-19,5546347.0,45884.0,48211.143,172865.0,1285.0,997.0,16659.946,137.825,144.815,519.247,3.86,2.995,0.86,11571.0,34.757,38002.0,114.149,0.0,0.0,31929.0,95.907,81549734.0,1005267.0,244.957,3.02,837336.0,2.515,0.06,16.7,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-08-20,5591479.0,45132.0,47279.0,173972.0,1107.0,1006.857,16795.512,135.566,142.015,522.572,3.325,3.024,0.86,11263.0,33.831,37321.0,112.104,0.0,0.0,31756.0,95.388,82546730.0,996996.0,247.951,2.995,839681.0,2.522,0.059,16.9,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-08-21,5639070.0,47591.0,44059.857,175073.0,1101.0,977.143,16938.464,142.952,132.346,525.879,3.307,2.935,0.86,11031.0,33.135,35989.0,108.103,0.0,0.0,31102.0,93.423,83512491.0,965761.0,250.852,2.901,840242.0,2.524,0.058,17.2,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-08-22,5684746.0,45676.0,43099.857,176052.0,979.0,967.714,17075.664,137.2,129.462,528.82,2.941,2.907,0.87,10779.0,32.378,34888.0,104.795,0.0,0.0,30882.0,92.762,84306994.0,794503.0,253.239,2.387,844043.0,2.535,0.057,17.5,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-08-23,5716657.0,31911.0,42706.857,176547.0,495.0,951.571,17171.517,95.853,128.282,530.306,1.487,2.858,0.88,10738.0,32.254,34609.0,103.957,0.0,0.0,30413.0,91.354,84869088.0,562094.0,254.927,1.688,842494.0,2.531,0.057,17.5,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,226517.8,11.86,19.78,680.407159935329
USA,North America,United States,2020-08-24,5750580.0,33923.0,42145.714,176989.0,442.0,947.714,17273.414,101.897,126.596,531.634,1.328,2.847,0.9,10691.0,32.113,34791.0,104.504,0.0,0.0,29605.0,88.927,85536103.0,667015.0,256.931,2.004,841057.0,2.526,0.056,17.9,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-08-25,5793254.0,42674.0,41827.286,178223.0,1234.0,949.0,17401.597,128.183,125.64,535.341,3.707,2.851,0.91,10603.0,31.849,34479.0,103.567,0.0,0.0,29228.0,87.794,86442345.0,906242.0,259.653,2.722,842554.0,2.531,0.056,17.9,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-08-26,5835329.0,42075.0,41283.143,179401.0,1178.0,933.714,17527.981,126.384,124.005,538.879,3.538,2.805,0.92,10383.0,31.188,33624.0,100.999,0.0,0.0,29374.0,88.233,87460535.0,1018190.0,262.711,3.058,844400.0,2.536,0.056,17.9,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-08-27,5885847.0,50518.0,42052.571,180516.0,1115.0,934.857,17679.725,151.744,126.316,542.228,3.349,2.808,0.93,9905.0,29.752,33285.0,99.98,0.0,0.0,29131.0,87.503,88481534.0,1020999.0,265.778,3.067,847829.0,2.547,0.056,17.9,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-08-28,5932318.0,46471.0,41892.571,181457.0,941.0,912.0,17819.313,139.588,125.836,545.055,2.827,2.739,0.93,9883.0,29.686,31898.0,95.814,0.0,0.0,29624.0,88.984,89469072.0,987538.0,268.744,2.966,850940.0,2.556,0.056,17.9,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-08-29,5975419.0,43101.0,41524.714,182440.0,983.0,912.571,17948.779,129.465,124.731,548.008,2.953,2.741,0.93,9697.0,29.128,31178.0,93.652,0.0,0.0,29715.0,89.257,90267683.0,798611.0,271.143,2.399,851527.0,2.558,0.055,18.2,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-08-30,6009550.0,34131.0,41841.857,182889.0,449.0,906.0,18051.3,102.522,125.683,549.356,1.349,2.721,0.94,9549.0,28.683,31075.0,93.342,0.0,0.0,29926.0,89.891,90882563.0,614880.0,272.99,1.847,859068.0,2.58,0.055,18.2,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,235006.8,11.98,16.14,705.906155514004
USA,North America,United States,2020-08-31,6042913.0,33363.0,41761.857,183383.0,494.0,913.429,18151.515,100.215,125.443,550.84,1.484,2.744,0.94,9509.0,28.563,31395.0,94.303,0.0,0.0,30061.0,90.296,91544474.0,661911.0,274.978,1.988,858339.0,2.578,0.055,18.2,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-01,6084891.0,41978.0,41662.429,184444.0,1061.0,888.714,18277.607,126.092,125.144,554.027,3.187,2.669,0.95,9472.0,28.452,31118.0,93.471,0.0,0.0,29816.0,89.56,92452506.0,908032.0,277.706,2.728,858594.0,2.579,0.055,18.2,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-02,6124852.0,39961.0,41360.429,185496.0,1052.0,870.714,18397.641,120.034,124.237,557.187,3.16,2.615,0.94,9362.0,28.121,30827.0,92.597,0.0,0.0,29474.0,88.533,93480246.0,1027740.0,280.793,3.087,859959.0,2.583,0.054,18.5,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-03,6169993.0,45141.0,40592.286,186527.0,1031.0,858.714,18533.234,135.593,121.93,560.284,3.097,2.579,0.94,9233.0,27.734,30299.0,91.011,0.0,0.0,29140.0,87.53,94513467.0,1033221.0,283.897,3.104,861705.0,2.588,0.054,18.5,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-04,6218330.0,48337.0,40858.857,187506.0,979.0,864.143,18678.427,145.193,122.731,563.225,2.941,2.596,0.93,9228.0,27.719,29879.0,89.75,0.0,0.0,28539.0,85.725,95513443.0,999976.0,286.9,3.004,863482.0,2.594,0.053,18.9,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-05,6261955.0,43625.0,40933.714,188326.0,820.0,840.857,18809.467,131.039,122.955,565.688,2.463,2.526,0.92,9091.0,27.307,28845.0,86.644,0.0,0.0,27696.0,83.192,96330357.0,816914.0,289.354,2.454,866096.0,2.602,0.052,19.2,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-06,6291074.0,29119.0,40217.714,188766.0,440.0,839.571,18896.933,87.467,120.805,567.009,1.322,2.522,0.9,9010.0,27.064,28369.0,85.214,0.0,0.0,27093.0,81.381,96896381.0,566024.0,291.054,1.7,859117.0,2.581,0.052,19.2,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,242421.0,12.03,14.04,728.176700103402
USA,North America,United States,2020-09-07,6315637.0,24563.0,38960.571,189086.0,320.0,814.714,18970.715,73.782,117.029,567.971,0.961,2.447,0.89,8974.0,26.956,28589.0,85.875,0.0,0.0,26607.0,79.921,97311597.0,415216.0,292.302,1.247,823875.0,2.475,0.052,19.2,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-08,6342384.0,26747.0,36784.714,189554.0,468.0,730.0,19051.057,80.342,110.493,569.376,1.406,2.193,0.9,8971.0,26.947,28951.0,86.962,0.0,0.0,26152.0,78.555,97975996.0,664399.0,294.297,1.996,789070.0,2.37,0.051,19.6,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-09,6376024.0,33640.0,35881.714,190659.0,1105.0,737.571,19152.104,101.047,107.78,572.696,3.319,2.215,0.93,8784.0,26.385,28775.0,86.433,0.0,0.0,26619.0,79.957,98935617.0,959621.0,297.18,2.882,779339.0,2.341,0.05,20.0,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-10,6415472.0,39448.0,35068.429,191583.0,924.0,722.286,19270.596,118.493,105.337,575.471,2.775,2.17,0.96,8590.0,25.802,28065.0,84.301,0.0,0.0,27276.0,81.931,100024171.0,1088554.0,300.45,3.27,787243.0,2.365,0.049,20.4,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-11,6460095.0,44623.0,34537.857,192739.0,1156.0,747.571,19404.634,134.037,103.744,578.943,3.472,2.246,0.99,8529.0,25.619,27368.0,82.207,0.0,0.0,27675.0,83.129,101125065.0,1100894.0,303.756,3.307,801660.0,2.408,0.047,21.3,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-12,6505679.0,45584.0,34817.714,193488.0,749.0,737.429,19541.557,136.924,104.584,581.193,2.25,2.215,1.02,8312.0,24.967,26512.0,79.636,0.0,0.0,27962.0,83.991,101991261.0,866196.0,306.358,2.602,808701.0,2.429,0.047,21.3,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-13,6545972.0,40293.0,36414.0,193888.0,400.0,731.714,19662.588,121.031,109.379,582.395,1.202,2.198,1.04,8261.0,24.814,26329.0,79.086,0.0,0.0,28404.0,85.319,102619542.0,628281.0,308.245,1.887,817594.0,2.456,0.047,21.3,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,249000.2,12.04,12.4,747.939097524914
USA,North America,United States,2020-09-14,6578538.0,32566.0,37557.286,194311.0,423.0,746.429,19760.409,97.821,112.813,583.665,1.271,2.242,1.04,8264.0,24.823,26787.0,80.462,0.0,0.0,28028.0,84.19,103328672.0,709130.0,310.375,2.13,859582.0,2.582,0.046,21.7,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-15,6615716.0,37178.0,39047.429,195513.0,1202.0,851.286,19872.083,111.674,117.289,587.276,3.611,2.557,1.04,8158.0,24.505,26934.0,80.904,0.0,0.0,28251.0,84.859,104296641.0,967969.0,313.283,2.908,902949.0,2.712,0.046,21.7,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-16,6654008.0,38292.0,39712.0,196468.0,955.0,829.857,19987.103,115.02,119.286,590.145,2.869,2.493,1.04,8074.0,24.252,26372.0,79.215,0.0,0.0,27184.0,81.654,105436890.0,1140249.0,316.708,3.425,928753.0,2.79,0.046,21.7,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-17,6699326.0,45318.0,40550.571,197334.0,866.0,821.571,20123.228,136.125,121.805,592.746,2.601,2.468,1.04,8025.0,24.105,26085.0,78.353,0.0,0.0,26251.0,78.852,106595360.0,1158470.0,320.188,3.48,938741.0,2.82,0.046,21.7,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-18,6749512.0,50186.0,41345.286,198294.0,960.0,793.571,20273.975,150.747,124.192,595.629,2.884,2.384,1.05,7970.0,23.94,25833.0,77.596,0.0,0.0,25316.0,76.043,107825487.0,1230127.0,323.883,3.695,957203.0,2.875,0.046,21.7,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-19,6795289.0,45777.0,41372.857,199005.0,711.0,788.143,20411.479,137.504,124.275,597.765,2.136,2.367,1.05,7833.0,23.529,25481.0,76.539,0.0,0.0,24697.0,74.184,108764554.0,939067.0,326.704,2.821,967613.0,2.906,0.045,22.2,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-20,6836899.0,41610.0,41561.0,199275.0,270.0,769.571,20536.466,124.987,124.84,598.576,0.811,2.312,1.05,7840.0,23.55,25543.0,76.725,0.0,0.0,24016.0,72.139,109389134.0,624580.0,328.58,1.876,967085.0,2.905,0.045,22.2,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,255555.4,12.05,12.33,767.629404488906
USA,North America,United States,2020-09-21,6868943.0,32044.0,41486.429,199688.0,413.0,768.143,20632.718,96.253,124.616,599.817,1.241,2.307,1.03,7856.0,23.598,26379.0,79.236,0.0,0.0,24189.0,72.658,110139962.0,750828.0,330.835,2.255,973041.0,2.923,0.046,21.7,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-22,6907215.0,38272.0,41642.714,200723.0,1035.0,744.286,20747.679,114.96,125.085,602.926,3.109,2.236,1.03,7862.0,23.616,26440.0,79.42,0.0,0.0,24046.0,72.229,111170246.0,1030284.0,333.93,3.095,981944.0,2.95,0.046,21.7,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-23,6948334.0,41119.0,42046.571,201786.0,1063.0,759.714,20871.191,123.512,126.298,606.119,3.193,2.282,1.03,7861.0,23.613,26483.0,79.549,0.0,0.0,24258.0,72.865,112375909.0,1205663.0,337.551,3.622,991288.0,2.978,0.046,21.7,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-24,6997215.0,48881.0,42555.571,202693.0,907.0,765.571,21018.018,146.827,127.827,608.843,2.724,2.3,1.02,7830.0,23.52,26406.0,79.318,0.0,0.0,24267.0,72.892,113579123.0,1203214.0,341.165,3.614,997680.0,2.997,0.046,21.7,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-25,7044352.0,47137.0,42120.0,203610.0,917.0,759.429,21159.607,141.589,126.519,611.597,2.754,2.281,1.02,7813.0,23.468,26274.0,78.921,0.0,0.0,24380.0,73.232,114709703.0,1130580.0,344.561,3.396,983459.0,2.954,0.046,21.7,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-26,7087900.0,43548.0,41801.571,204393.0,783.0,769.714,21290.415,130.808,125.562,613.949,2.352,2.312,1.02,7796.0,23.417,25903.0,77.807,0.0,0.0,24655.0,74.058,115649254.0,939551.0,347.384,2.822,983529.0,2.954,0.047,21.3,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-27,7121680.0,33780.0,40683.0,204705.0,312.0,775.714,21391.882,101.467,122.202,614.887,0.937,2.33,1.02,8067.0,24.231,25970.0,78.008,0.0,0.0,24876.0,74.722,116246889.0,597635.0,349.179,1.795,979679.0,2.943,0.047,21.3,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,262897.4,12.09,13.79,789.683076951932
USA,North America,United States,2020-09-28,7159420.0,37740.0,41496.714,205046.0,341.0,765.429,21505.244,113.362,124.647,615.911,1.024,2.299,1.03,7915.0,23.775,27021.0,81.165,0.0,0.0,25357.0,76.167,116915239.0,668350.0,351.186,2.008,967897.0,2.907,0.048,20.8,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-29,7201454.0,42034.0,42034.143,205948.0,902.0,746.429,21631.505,126.26,126.261,618.62,2.709,2.242,1.03,8043.0,24.159,27506.0,82.622,0.0,0.0,25713.0,77.236,117900378.0,985139.0,354.146,2.959,961447.0,2.888,0.048,20.8,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-09-30,7240087.0,38633.0,41679.0,206880.0,932.0,727.714,21747.549,116.045,125.194,621.42,2.8,2.186,1.03,8070.0,24.24,27668.0,83.108,0.0,0.0,26016.0,78.146,119101962.0,1201584.0,357.755,3.609,960865.0,2.886,0.048,20.8,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
USA,North America,United States,2020-10-01,7286333.0,46246.0,41302.571,207796.0,916.0,729.0,21886.462,138.912,124.063,624.171,2.751,2.19,1.03,8005.0,24.045,27477.0,82.535,0.0,0.0,26473.0,79.519,120327236.0,1225274.0,361.435,3.68,964016.0,2.896,0.048,20.8,tests performed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,0.0,2.77,78.86,0.926,0.0,0.0,0.0,0.0
